CAS_SPC,fullcurrname,synom
72405,Petrocephalus longicapitis,
72406,Petrocephalus magnitrunci,
72407,Petrocephalus magnoculis,
72408,Petrocephalus okavangensis,
72410,Petrocephalus petersi,
72411,Lepophidium collettei,
72412,Lepophidium zophochir,
72413,Lepophidium entomelan,
72414,Lepophidium cultratum,
72415,Lepophidium crossotum,
72416,Lepophidium wileyi,
72417,Lepophidium robustum,
72418,Lepophidium gilmorei,
72419,Protoblepharon mccoskeri,
72420,Trichomycterus rubbioli,
72421,Pterygotrigla cajorarori,
72423,Lepidiolamprologus kamambae,
72424,Ostorhinchus aphanes,
72425,Eulophias koreanus,
72427,Balitora laticauda,
72428,Troglonectes jiarongensis,
72429,Parabotia brevirostris,
72430,Bathyaethiops atercrinis,
72431,Hypostomus careopinnatus,
72432,Pareiorhaphis proskynita,
72433,Adontosternarchus duartei,
72434,Trinectes hubbsbollinger,
72435,Ancistomus feldbergae,
72436,Tyttocharax metae,
72437,Mazarunia charadrica,
72438,Mazarunia pala,
72439,Lebiasina marilynae,
72440,Lebiasina melanoguttata,
72441,Lebiasina minuta,
72445,Pareiorhaphis ruschii,
72446,Ituglanis ina,
72447,Etrumeus golanii,
72448,Etrumeus wongratanai,
72452,Pareiorhina cepta,
72453,Draconectes narinosus,
72455,Eviota notata,
72456,Eviota springeri,
72458,Schizothorax saltans,
72459,Listrura costai,
72460,Laimosemion paryagi,
72461,Betta mahachaiensis,
72462,Eviota fallax,
72463,Pseudolaguvia viriosa,
72464,Nothobranchius kardashevi,
72465,Nothobranchius ivanovae,
72466,Uranoscopus rosette,
72467,Chilatherina pagwiensis,
72468,Opistognathus pardus,
72469,Canthigaster criobe,
72471,Astroblepus dux,
72472,Pachycara karenae,
72473,Neenchelys mccoskeri,
72474,Gnatholepis caudimaculata,
72475,Glyptothorax churamanii,
72476,Trichonotus somaliensis,
72478,Salmo chilo,
72479,Salmo labecula,
72480,Salmo opimus,
72481,Schistura mobbsi,
72482,Parambassis waikhomi,
72484,Anchovia landivarensis,
72486,Hypoatherina celebesensis,
72487,Hypoatherina macrophthalma,
72488,Liopropoma emanueli,
72489,Oxynoemacheilus mesudae,
72490,Oxynoemacheilus atili,
72491,Upeneus stenopsis,
72493,Horaglanis abdulkalami,
72494,Etheostoma thompsoni,
72495,Dictyosoma tongyeongensis,
72496,Etheostoma obama,
72497,Etheostoma gore,
72498,Etheostoma jimmycarter,
72499,Etheostoma teddyroosevelt,
72500,Etheostoma clinton,
72501,Hypsolebias tocantinensis,
72502,Clinus exasperatus,
72503,Clinus musaicus,
72505,Eretmodus marksmithi,
72506,Melanorivulus ubirajarai,
72507,Melanorivulus kunzei,
72509,Schistura aizawlensis,
72510,Encheloclarias medialis,
72512,Schistura koladynensis,
72514,Enteromius devosi,
72515,Andinoacara blombergi,
72516,Glyptothorax verrucosus,
72517,Congolapia louna,
72519,Pogonophryne tronio,
72520,Eviota jewettae,
72521,Eviota pinocchioi,
72523,Profundulus kreiseri,
72524,Gambusia quadruncus,
72525,Danio flagrans,
72528,Triplophysa lihuensis,
72529,Astyanax yariguies,
72530,Myliobatis ridens,
72531,Saccogaster brayae,
72532,Saccogaster horrida,
72533,Saccogaster nikoliviae,
72534,Megaleporinus piavussu,
72535,Trichomycterus pirabitira,
72536,Gymnotus interruptus,
72537,Betta siamorientalis,
72538,Parosphromenus gunawani,
72539,Parosphromenus phoenicurus,
72540,Sinigarra napoensis,
72541,Rectoris longibarbus,
72542,Schistura tenebrosa,
72543,Mustura tigrina,
72546,Cobitis kaibarai,
72547,Cobitis magnostriata,
72549,Cobitis minamorii,
72557,Rhyacoschistura maejotigrina,
72558,Opsarius signicaudus,
72559,Erromyzon kalotaenia,
72560,Triplophysa longliensis,
72561,Microphysogobio nudiventris,
72562,Schistura albirostris,
72563,Thryssocypris wongrati,
72564,Barbatula gibba,
72565,Mustura dikrongensis,
72566,Schistura obliquofascia,
72567,Metzia bounthobi,
72568,Triplophysa pseudostenura,
72569,Traccatichthys tuberculum,
72570,Homatula wuliangensis,
72571,Aetheliparis taurocanis,
72572,Careproctus narilobus,
72573,Careproctus pellucicauda,
72574,Osteodiscus rhepostomias,
72575,Paraliparis exilis,
72576,Paraliparis freeborni,
72577,Paraliparis pearcyi,
72578,Paraliparis pseudokreffti,
72579,Psednos argyrogaster,
72580,Psednos chathami,
72581,Psednos cryptocaeca,
72582,Psednos longiventris,
72583,Psednos microstomus,
72584,Psednos nemnezi,
72585,Psednos platyoperculosus,
72586,Psednos struthersi,
72587,Schistura pantherina,
72588,Photonectes waitti,
72589,Photonectes paxtoni,
72590,Nothobranchius wattersi,
72591,Hypoatherina golanii,
72592,Hypoatherina lunata,
72595,Microbrotula geraldalleni,
72596,Typhleotris mararybe,
72597,Congoglanis howesi,
72598,Nannoplecostomus eleonorae,
72599,Trichomycterus minus,
72600,Potamorrhaphis labiata,
72601,Scoloplax baileyi,
72602,Echiodon prionodon,
72603,Cobitis minhi,
72604,Parabotia heterocheilus,
72606,Pylorobranchus hoi,
72607,Hoplostethus melanopeza,
72608,Hoplostethus grandperrini,
72609,Phenacoscorpius longilineatus,
72611,Kyphosus gladius,
72612,Haplochromis argens,
72613,Haplochromis goldschmidti,
72616,Thysanophrys rarita,
72617,Thysanophrys tricaudata,
72618,Thysanophrys randalli,
72619,Thysanophrys springeri,
72622,Rhinolekos arachas,
72623,Onychostoma minnanense,
72624,Scolecenchelys fuscogularis,
72627,Planonasus parini,
72628,Cottus specus,
72630,Pempheris ufuagari,
72631,Chromis fieldi,
72632,Hypoplectrus atlahua,
72634,Triplophysa huanglongensis,
72636,Glyptothorax pantherinus,
72637,Schistura porocephala,
72638,Tubbia stewarti,
72639,Milyeringa justitia,
72640,Erythrocharax altipinnis,
72641,Otothyropsis polyodon,
72642,Otothyropsis biamnicus,
72643,Hemibagrus semotus,
72644,Hemibagrus divaricatus,
72645,Hemibagrus lacustrinus,
72646,Boleophthalmus poti,
72647,Betta dennisyongi,
72648,Chaunax flavomaculatus,
72649,Chaunax mulleus,
72651,Chaunax reticulatus,
72652,Chaunax russatus,
72653,Parapercis moki,
72654,Citharichthys darwini,
72655,Lutjanus indicus,
72657,Lutjanus papuensis,
72658,Badis triocellus,
72659,Malthopsis asperata,
72660,Malthopsis parva,
72661,Alburnoides manyasensis,
72662,Pseudolaguvia lapillicola,
72663,Cyanogaster noctivaga,
72664,Hisonotus bocaiuva,
72665,Anablepsoides urubuiensis,
72666,Homatula disparizona,
72667,Trichomycterus septemradiatus,
72668,Trichomycterus piratymbara,
72669,Silvinichthys gualcamayo,
72670,Liobagrus chenghaiensis,
72671,Oxyeleotris colasi,
72672,Apristurus nakayai,
72673,Hemiodus iratapuru,
72675,Nemipterus flavomandibularis,
72676,Kryptopterus vitreolus,
72677,Callogobius winterbottomi,
72678,Sternarchella calhamazon,
72680,Synodus macrostigmus,
72681,Aphyocypris pulchrilineata,
72682,Nannocharax rubensteini,
72683,Characidium papachibe,
72684,Satyrichthys milleri,
72685,Micropterus cahabae,
72686,Micropterus tallapoosae,
72687,Micropterus chattahoochae,
72688,Micropterus warriorensis,
72689,Hassar shewellkeimi,
72690,Belobranchus segura,
72691,Balitora jalpalli,
72692,Hyphessobrycon peugeotorum,
72693,Enneanectes glendae,
72694,Enneanectes macrops,
72695,Enneanectes exsul,
72696,Opistognathus trimaculatus,
72697,Hepsetus kingsleyae,
72698,Hoplichthys mimaseanus,
72699,Suttonia coccinea,
72700,Ammodytoides kanazawai,
72701,Parkraemeria rhinoceros,
72702,Parkraemeria saltator,
72703,Chaeturichthys jeoni,
72704,Eviota nigramembrana,
72705,Etheostoma starnesi,
72707,Squalius adanaensis,
72708,Squalius seyhanensis,
72709,Nannoperca pygmaea,
72710,Suezichthys rosenblatti,
72711,Hirundichthys indicus,
72712,Hirundichthys orientalis,
72713,Poecilia kempkesi,
72717,Apistogramma paulmuelleri,
72718,Betta hendra,
72719,Chaetostoma lexa,
72720,Teleocichla wajapi,
72721,Crenicichla gillmorlisi,
72723,Ancistrus tolima,
72724,Ancistrus vericaucanus,
72725,Cobitis australis,
72726,Pogonophryne minor,
72727,Eviota pamae,
72728,Leptophilypnion pusillus,
72729,Leptophilypnion fittkaui,
72730,Chelidoperca maculicauda,
72731,Coris latifasciata,
72732,Iniistius brevipinnis,
72733,Novaculops alvheimi,
72734,Pteragogus clarkae,
72736,Pteragogus variabilis,
72737,Acheilognathus nguyenvanhaoi,
72738,Hyphessobrycon taphorni,
72739,Hyphessobrycon eschwartzae,
72740,Glyptothorax elankadensis,
72741,Pogonophryne neyelovi,
72742,Spectrolebias brousseaui,
72743,Callionymus profundus,
72744,Leporinus melanopleurodes,
72745,Megaleporinus brinco,
72747,Leporinus santosi,
72748,Neblinichthys peniculatus,
72749,Hypostomus delimai,
72750,Sicyopterus stiphodonoides,
72751,Sicyopterus ocellaris,
72752,Sicyopterus lengguru,
72753,Sicyopterus erythropterus,
72754,Sicyopterus calliochromus,
72755,Plectranthias flammeus,
72756,Pseudanthias oumati,
72757,Maylandia pambazuko,
72758,Maylandia lundoensis,
72759,Maylandia midomo,
72760,Maylandia tarakiki,
72761,Maylandia nigrodorsalis,
72762,Tetragonopterus denticulatus,
72763,Tetragonopterus araguaiensis,
72764,Pseudolaguvia nubila,
72765,Pteragogus trispilus,
72766,Lebiasina ardilai,
72767,Lampetra alavariensis,
72768,Lampetra auremensis,
72769,Lampetra lusitanica,
72770,Garra dampaensis,
72772,Pyrrhulina marilynae,
72773,Characidium mirim,
72774,Apristurus garricki,
72775,Upeneus vanuatu,
72777,Haptoclinus dropi,
72778,Timorichthys angustus,
72779,Sinocyclocheilus wui,
72780,Tridentiger radiatus,
72781,Aphyosemion pamaense,
72782,Astroblepus itae,
72783,Astroblepus acostai,
72784,Trichomycterus ocanaensis,
72785,Astroblepus ortegai,
72787,Astroblepus quispei,
72789,Astroblepus ardilai,
72790,Pantosteus bondi,
72792,Marcusenius gracilis,
72793,Pogonophryne skorai,
72794,Barbucca elongata,
72796,Sisor pakistanicus,
72797,Schizothorax ramzani,
72798,Acanthopagrus morrisonae,
72799,Acanthopagrus sheim,
72800,Acanthopagrus arabicus,
72801,Hoplichthys imamurai,
72802,Glyptothorax igniculus,
72803,Gephyrocharax torresi,
72804,Cambeva balios,
72805,Cambeva diatropoporos,
72806,Cambeva poikilos,
72807,Cambeva brachykechenos,
72808,Hypostomus jaguar,
72809,Corydoras lymnades,
72811,Glanidium botocudo,
72812,Roeboides bussingi,
72813,Astyanax guaricana,
72814,Tometes camunani,
72815,Glyptothorax radiolus,
72816,Pareiorhina hyptiorhachis,
72817,Schistura paucireticulata,
72819,Scorpaenopsis rubrimarginata,
72821,Epigonus lifouensis,
72822,Epigonus tuberculatus,
72823,Nannostomus nigrotaeniatus,
72824,Rhabdosargus niger,
72826,Dendrochirus tuamotuensis,
72827,Pelvicachromis silviae,
72828,Lentipes caroline,
72829,Hypopygus benoneae,
72830,Leporinus parvulus,
72831,Pao palustris,
72832,Enneanectes matador,
72833,Enneanectes wilki,
72834,Enneanectes deloachorum,
72835,Panaqolus albivermis,
72836,Notoglanidium pembetadi,
72837,Pseudobarbus skeltoni,
72838,Sillago suezensis,
72839,Egglestonichthys ulbubunitj,
72840,Hemiscyllium halmahera,
72841,Melanotaenia sneideri,
72843,Spectrolebias pilleti,
72845,Neofundulus splendidus,
72846,Laimosemion jauaperi,
72847,Schistura puncticeps,
72849,Psilorhynchus maculatus,
72850,Schistura ferruginea,
72851,Turcinoemacheilus hafezi,
72852,Garra magnidiscus,
72853,Schistura rubrimaculata,
72854,Schistura pawensis,
72855,Afronemacheilus kaffa,
72856,Olyra astrifera,
72857,Bryconamericus bucayensis,
72858,Bryconamericus zamorensis,
72859,Bryconamericus oroensis,
72860,Psilorhynchus hamiltoni,
72861,Eptatretus bobwisneri,
72862,Eptatretus luzonicus,
72863,Monotocheirodon drilos,
72865,Monotocheirodon kontos,
72866,Lycengraulis figueiredoi,
72868,Krobia petitella,
72869,Brachypterois curvispina,
72870,Eugnathichthys virgatus,
72872,Ompok karunkodu,
72873,Pseudophoxinus burduricus,
72874,Schizothorax leukus,
72875,Psilorhynchus chakpiensis,
72876,Schizothorax heteri,
72877,Sinocyclocheilus xichouensis,
72878,Notholebias vermiculatus,
72879,Marcusenius multisquamatus,
72880,Nandus meni,
72881,Pethia aurea,
72882,Epiplatys atratus,
72883,Hylopanchax leki,
72885,Hylopanchax ndeko,
72886,Hylopanchax moke,
72887,Pseudamiops springeri,
72892,Astyanax pirabitira,
72893,Chlorophthalmus mascarensis,
72894,Chlorophthalmus vityazi,
72895,Sphyrna gilberti,
72896,Caesio xanthalytos,
72897,Hemibrycon fasciatus,
72898,Hemibrycon cardalensis,
72899,Hemibrycon antioquiae,
72900,Akawaio penak,
72901,Brachyhypopomus walteri,
72902,Brachyhypopomus bennetti,
72903,Eviota hinanoae,
72904,Eviota lacrimosa,
72905,Eviota dorsimaculata,
72906,Eviota deminuta,
72907,Hypleurochilus brasil,
72908,Stiphodon maculidorsalis,
72910,Hemirhamphodon sesamum,
72911,Hemirhamphodon byssus,
72912,Hemirhamphodon kecil,
72913,Gobiodon bilineatus,
72914,Gobiodon irregularis,
72915,Gobiodon ater,
72916,Gobiodon fuscoruber,
72917,Decapterus smithvanizi,
72918,Xanthichthys greenei,
72919,Chaunax nebulosus,
72920,Chaunax africanus,
72921,Awaouichthys menoni,
72929,Malthopsis bradburyae,
72930,Malthopsis austrafricana,
72932,Aphyosemion grelli,
72933,Australoheros sanguineus,
72934,Apistogramma aguarico,
72935,Psilorhynchus ngathanu,
72936,Sinocyclocheilus anshuiensis,
72937,Brachyrhamdia thayeria,
72938,Upeneus saiab,
72939,Cabillus nigromarginatus,
72940,Cabillus nigrostigmus,
72941,Pogonophryne pavlovi,
72942,Paranemachilus pingguoensis,
72943,Yunnanilus bailianensis,
72944,Troglonectes acridorsalis,
72945,Troglonectes barbatus,
72946,Oreonectes duanensis,
72947,Oreonectes donglanensis,
72948,Triplophysa langpingensis,
72949,Triplophysa fengshanensis,
72950,Triplophysa dongganensis,
72951,Protocobitis anteroventris,
72952,Sinocyclocheilus luolouensis,
72953,Microglanis lundbergi,
72954,Ituglanis agreste,
72955,Hyphessobrycon uaiso,
72956,Psalidodon dissensus,
72957,Astyanax procerus,
72958,Psalidodon xiru,
72959,Jenynsia luxata,
72960,Centromochlus carolae,
72961,Tatia marthae,
72962,Oryzias asinua,
72963,Oryzias wolasi,
72964,Parotocinclus jequi,
72965,Platyberyx paucus,
72966,Platyberyx pietschi,
72967,Platyberyx rhyton,
72968,Caristius digitus,
72969,Caristius meridionalis,
72970,Typhlobelus auriculatus,
72971,Characidium amaila,
72972,Arapaima leptosoma,
72973,Hypomasticus lineomaculatus,
72974,Hapalogenys bengalensis,
72975,Kuiterichthys pietschi,
72976,Schistura maculosa,
72977,Caristius barsukovi,
72978,Caristius litvinovi,
72979,Caristius walvisensis,
72984,Pogonophryne favosa,
72985,Pomacentrus micronesicus,
72986,Sunagocia omanensis,
72987,Aborichthys waikhomi,
72990,Crenicichla taikyra,
72991,Aseraggodes andersoni,
72992,Aseraggodes kruppi,
72993,Aseraggodes macronasus,
72994,Aseraggodes martine,
72995,Nemateleotris exquisita,
72996,Scorpaena wellingtoni,
72998,Cabillus pexus,
73001,Xiurenbagrus dorsalis,
73004,Hemitrygon longicauda,
73005,Brevitrygon javaensis,
73006,Gobiodon aoyagii,
73008,Hypsolebias coamazonicus,
73009,Laimosemion tomasi,
73010,Paracheilinus rennyae,
73011,Amphilophus tolteca,
73012,Amphilophus viridis,
73013,Microphysogobio exilicauda,
73014,Brycon costaricensis,
73015,Sinogastromyzon daduheensis,
73017,Coreoperca liui,
73018,Geophagus crocatus,
73019,Channa andrao,
73021,Schistura nebeshwari,
73022,Schistura scyphovecteta,
73023,Pethia expletiforis,
73024,Cyprinodon desquamator,
73025,Cyprinodon brontotheroides,
73026,Dario kajal,
73027,Physoschistura chulabhornae,
73029,Herichthys pame,
73031,Mystus menoni,
73033,Mystus indicus,
73035,Mystus heoki,
73036,Helcogramma williamsi,
73037,Potamotrygon histrix,
73038,Cobitis fasciola,
73040,Cobitis crassicauda,
73041,Cobitis stenocauda,
73042,Rhinogobius liui,
73043,Eviota santanai,
73048,Loricaria luciae,
73050,Mizogobius koladynae,
73051,Pollimyrus cuandoensis,
73058,Esmaeilius shirini,
73059,Pinnichthys bilix,
73062,Garra birostris,
73063,Garra quadratirostris,
73066,Hypsolebias caeruleus,
73067,Microglanis pleriqueater,
73068,Microphilypnus tapajosensis,
73069,Mystus zeylanicus,
73070,Schistura crocotula,
73071,Pseudolaguvia assula,
73072,Cyprinus hieni,
73073,Cyprinus acutidorsalis,
73076,Esomus malayensis,
73077,Hime pyrhistion,
73078,Leptaulopus erythrozonatus,
73079,Garra arunachalensis,
73081,Acanthoplesiops cappuccino,
73082,Stiphodon niraikanaiensis,
73083,Potamotrygon pantanensis,
73084,Potamotrygon amandae,
73085,Tyttobrycon marajoara,
73086,Hollandichthys taramandahy,
73087,Harttia absaberi,
73088,Parotocinclus seridoensis,
73089,Ferrarissoaresia meridionalis,
73090,Serranus aliceae,
73091,Hepsetus occidentalis,
73092,Pristiophorus lanae,
73093,Rhynchobatus immaculatus,
73094,Dipturus amphispinus,
73096,Cynodonichthys azurescens,
73097,Cynodonichthys pivijay,
73098,Cynodonichthys ribesrubrum,
73099,Cynodonichthys xi,
73100,Pronothobranchius chirioi,
73101,Chromis yamakawai,
73103,Pempheris flavicycla,
73104,Heteropneustes nani,
73105,Trichomycterus mimosensis,
73106,Trichomycterus gasparinii,
73107,Melanorivulus leali,
73108,Anablepsoides jari,
73109,Anablepsoides roraima,
73110,Anablepsoides henschelae,
73111,Anablepsoides ottonii,
73112,Anablepsoides gamae,
73113,Anablepsoides lineasoppilatae,
73114,Apistogramma helkeri,
73115,Eviota oculopiperita,
73116,Eviota geminata,
73117,Aetobatus narutobiei,
73118,Doumea skeltoni,
73119,Acrobrycon starnesi,
73120,Acrobrycon ortii,
73121,Hyphessobrycon kayabi,
73122,Cyphocharax aninha,
73123,Listrura depinnai,
73124,Microphysogobio nikolskii,
73125,Eviota piperata,
73126,Cottus schitsuumsh,
73127,Ituglanis australis,
73128,Kanekonia leichhardti,
73130,Gymnoxenisthmus tigrellus,
73131,Oxynoemacheilus kurdistanicus,
73132,Oxynoemacheilus zagrosensis,
73133,Oxynoemacheilus chomanicus,
73134,Alburnoides emineae,
73135,Alburnoides velioglui,
73137,Silvinichthys huachi,
73138,Bryaninops annella,
73139,Bryaninops earlei,
73140,Bryaninops tectus,
73141,Bryaninops translucens,
73142,Hypsolebias shibattai,
73143,Melanotaenia flavipinnis,
73144,Papiliolebias ashleyae,
73145,Macrognathus fasciatus,
73150,Puntius viridis,
73151,Oreichthys andrewi,
73152,Vanderhorstia cyanolineata,
73153,Vanderhorstia fulvopelvis,
73154,Parapercis dongshaensis,
73155,Pogonophryne maculiventrata,
73156,Trimma helenae,
73157,Deuterodon hamatilis,
73158,Neenchelys diaphora,
73160,Neenchelys pelagica,
73161,Neenchelys similis,
73162,Wuhanlinigobius malayensis,
73163,Opsariichthys duchuunguyeni,
73164,Pseudogobius taijiangensis,
73165,Rhinogobius sangenloensis,
73166,Pseudogobius fulvicaudus,
73167,Rasbora arundinata,
73168,Rasbora maninjau,
73169,Rasbora bindumatoga,
73170,Rasbora haru,
73171,Samariscus hexaradiatus,
73172,Apteronotus anu,
73173,Apteronotus baniwa,
73174,Apteronotus ferrarisi,
73175,Apteronotus pemon,
73176,Hetereleotris psammophila,
73178,Leporinus microphysus,
73179,Leporinus tristriatus,
73181,Spinibarbus brevicephalus,
73182,Spinibarbus vittatus,
73183,Eviota occasa,
73184,Farlowella yarigui,
73185,Potamotrygon limai,
73186,Creagrutus nigrotaeniatus,
73187,Pterygotrigla jacad,
73189,Clarias magony,
73190,Sinocyclocheilus gracilicaudatus,
73197,Eviota flebilis,
73198,Eviota specca,
73199,Garra palaruvica,
73200,Garra minima,
73201,Garra alticaputus,
73202,Garra nigricauda,
73203,Garra kimini,
73204,Schistura hypsiura,
73205,Aborichthys cataracta,
73206,Aborichthys verticauda,
73207,Evoxymetopon moricheni,
73208,Pogonophryne sarmentifera,
73209,Schistura sexnubes,
73210,Vinagarra elongata,
73211,Vinagarra tamduongensis,
73212,Schistura tamduongensis,
73214,Lepidocephalus nanensis,
73216,Apterichtus hatookai,
73217,Pempheris bexillon,
73219,Upeneus heemstra,
73220,Pseudotothyris ignota,
73221,Curculionichthys oliveirai,
73222,Curculionichthys paresi,
73223,Paraliparis hawaiiensis,
73227,Brevibora exilis,
73228,Mustura shuensis,
73229,Nematolebias catimbau,
73230,Sinocyclocheilus gracilis,
73231,Turcinoemacheilus bahaii,
73232,Turcinoemacheilus minimus,
73233,Turcinoemacheilus saadii,
73234,Salmo okumusi,
73235,Salmo euphrataeus,
73237,Valencia robertae,
73238,Neolamprologus timidus,
73239,Nothobranchius milvertzi,
73240,Nannocharax dageti,
73241,Laimosemion ubim,
73242,Spectracanthicus immaculatus,
73243,Spectracanthicus tocantinensis,
73244,Spectracanthicus zuanoni,
73245,Parotocinclus halbothi,
73246,Pareiorhaphis lophia,
73247,Hypostomus dardanelos,
73248,Corydoras gryphus,
73249,Microglanis maculatus,
73250,Corydoras lacrimostigmata,
73251,Hypostomus perdido,
73253,Petrocephalus boboto,
73254,Petrocephalus arnegardi,
73255,Petrochromis horii,
73256,Pempheris sarayu,
73257,Rhodeus albomarginatus,
73258,Neostethus geminus,
73259,Corydoras apiaka,
73262,Maratecoara gesmonei,
73263,Aphyosemion mengilai,
73264,Sparidentex jamalensis,
73265,Chalinochromis cyanophleps,
73266,Ituglanis apteryx,
73267,Garra waensis,
73268,Procerusternarchus pixuna,
73269,Neobathyclupea japanotaiwana,
73270,Bathyclupea nikparini,
73271,Pylorobranchus hearstorum,
73273,Pteropsaron levitoni,
73274,Creteuchiloglanis payjab,
73275,Vanderhorstia lepidobucca,
73276,Mogurnda arguni,
73277,Mogurnda kaimana,
73278,Eviota brahmi,
73279,Psilorhynchus khopai,
73280,Pempheris tominagai,
73281,Stenorynchoacrum xijiangensis,
73282,Didogobius helenae,
73283,Pseudancistrus zawadzkii,
73284,Tenellus cristinae,
73287,Crenicichla lucenai,
73288,Atlantirivulus maricensis,
73289,Atlantirivulus guanabarensis,
73290,Atlantirivulus paranaguensis,
73291,Atlantirivulus ribeirensis,
73292,Pseudojuloides edwardi,
73293,Herichthys tepehua,
73295,Liopropoma santi,
73297,Liopropoma olneyi,
73298,Acyrtus lanthanum,
73299,Pteropsaron dabfar,
73300,Gasterosteus nipponicus,
73301,Macrognathus albus,
73302,Schistura phamhringi,
73303,Plectranthias alcocki,
73304,Astyanax douradilho,
73307,Pseudophoxinus turani,
73308,Vanmanenia maculata,
73309,Characidium litorale,
73310,Nannocharax hastatus,
73311,Eviota aquila,
73312,Trimma irinae,
73313,Eviota epistigmata,
73314,Bujurquina pardus,
73315,Parapercis albiventer,
73316,Homalopteroides avii,
73317,Tandanus tropicanus,
73318,Amblyopsis hoosieri,
73319,Siganus insomnis,
73320,Marcusenius caudisquamatus,
73321,Marcusenius krameri,
73322,Marcusenius lucombesi,
73323,Haptenchelys parviocularis,
73324,Xenurolebias cricarensis,
73325,Xenurolebias pataxo,
73326,Aphaniops furcatus,
73328,Rhinopetitia potamorhachia,
73329,Esmaeilius darabensis,
73331,Acropoma profundum,
73332,Chromis howsoni,
73334,Carcharhinus humani,
73335,Olyra saginata,
73336,Leporinus arimaspi,
73337,Otothyropsis alicula,
73338,Aspidoras gabrieli,
73339,Spatuloricaria tuira,
73342,Diplogrammus paucispinis,
73344,Colomesus tocantinensis,
73345,Cobitis herzegoviniensis,
73346,Charax delimai,
73347,Priocharax nanus,
73348,Hemigrammus ataktos,
73349,Hemigrammus machadoi,
73350,Astyanax eremus,
73351,Chrysobrycon yoliae,
73352,Serrapinnus potiguar,
73354,Cyphocharax sanctigabrielis,
73355,Characidium samurai,
73356,Hyphessobrycon diastatos,
73357,Moenkhausia rubra,
73358,Utiaritichthys esguiceroi,
73359,Deuterodon oyakawai,
73360,Deuterodon sazimai,
73361,Devario deruptotalea,
73363,Pethia rutila,
73364,Pethia lutea,
73373,Melanorivulus rubroreticulatus,
73374,Gymnotus capitimaculatus,
73375,Trimma meranyx,
73376,Trimma pajama,
73377,Trimma zurae,
73378,Hyphessobrycon jackrobertsi,
73379,Hyphessobrycon paepkei,
73380,Hyphessobrycon dorsalis,
73381,Garra khawbungi,
73382,Garra tyao,
73383,Garra nethravathiensis,
73384,Emmelichthys marisrubri,
73385,Acrossocheilus multistriatus,
73386,Symphurus leucochilus,
73387,Mixomyrophis longidorsalis,
73389,Eutropiichthys cetosus,
73390,Eviota tetha,
73391,Eviota shibukawai,
73392,Eviota filamentosa,
73394,Lentipes mekonggaensis,
73395,Pachycara matallanasi,
73396,Hylopanchax paucisquamatus,
73397,Mystus keralai,
73398,Arabibarbus hadhrami,
73399,Pethia longicauda,
73400,Creteuchiloglanis arunachalensis,
73401,Lentipes ikeae,
73402,Lentipes argenteus,
73403,Serrapinnus aster,
73404,Serrapinnus lucindai,
73405,Serrapinnus tocantinensis,
73407,Callionymus omanensis,
73408,Rajella paucispinosa,
73409,Pristolepis pentacantha,
73410,Hetereleotris dorsovittata,
73411,Esox aquitanicus,
73412,Papiliolebias francescae,
73413,Cirrhilabrus squirei,
73414,Hypsolebias trifasciatus,
73415,Melanotaenia ericrobertsi,
73416,Melanotaenia laticlavia,
73417,Melanotaenia multiradiata,
73421,Paraqianlabeo lineatus,
73422,Lamprologus markerti,
73424,Haplochromis vanheusdeni,
73425,Hymenocephalus fuscus,
73426,Hymenocephalus maculicaudus,
73431,Parapercis nigrodorsalis,
73432,Grammatostomias ovatus,
73433,Photonectes litvinovi,
73434,Oneirodes cordifer,
73435,Macropharyngodon pakoko,
73436,Gymnocranius superciliosus,
73437,Gymnocranius satoi,
73438,Opsarius arunachalensis,
73440,Torquigener albomaculosus,
73441,Schistura megalodon,
73442,Neoplecostomus doceensis,
73443,Chimaera orientalis,
73444,Protammodytes ventrolineatus,
73445,Bleekeria profunda,
73446,Bleekeria estuaria,
73448,Acanthobrama thisbeae,
73449,Gymnochanda ploegi,
73450,Paracobitis basharensis,
73451,Paracobitis persa,
73453,Paracobitis molavii,
73454,Paracobitis zabgawraensis,
73455,Knodus figueiredoi,
73456,Parananochromis elobatus,
73457,Parananochromis orsorum,
73458,Tanakia latimarginata,
73459,Trichopodus poptae,
73460,Cynolebias ochraceus,
73461,Cynolebias obscurus,
73462,Glyptothorax clavatus,
73463,Nothobranchius chochamandai,
73464,Chela macrolepis,
73465,Austrolebias araucarianus,
73466,Nomorhamphus lanceolatus,
73467,Cynolebias roseus,
73468,Cynolebias rectiventer,
73469,Cynolebias parietalis,
73470,Cynolebias oticus,
73471,Nomorhamphus sagittarius,
73472,Schistura andrewi,
73473,Hypostomus basilisko,
73474,Hypostomus khimaera,
73475,Parachiloglanis bhutanensis,
73476,Apistogramma ortegai,
73477,Exostoma effrenum,
73478,Exostoma peregrinator,
73479,Rhinobatos whitei,
73480,Percina brucethompsoni,
73481,Nothobranchius occultus,
73482,Nothobranchius bellemansi,
73484,Sirembo wami,
73485,Spottobrotula mossambica,
73486,Spottobrotula persica,
73487,Hisonotus acuen,
73488,Eviota minuta,
73489,Hyphessobrycon montagi,
73490,Sinocyclocheilus brevifinus,
73492,Distocyclus guchereauae,
73493,Pelvicachromis drachenfelsi,
73494,Sicyopus rubicundus,
73495,Hoplichthys mcgroutheri,
73496,Austrolebias bagual,
73497,Microlepidogaster discus,
73498,Eptatretus aceroi,
