CAS_SPC,fullcurrname,synom
73499,Foa yamba,
73500,Elacatinus cayman,
73501,Elacatinus centralis,
73502,Tigrigobius harveyi,
73505,Porophryne erythrodactylus,
73506,Apristurus breviventralis,
73508,Callionymus madangensis,
73509,Mugilogobius hitam,
73510,Siphamia papuensis,
73511,Oryzias soerotoi,
73513,Coryogalops guttatus,
73514,Coryogalops pseudomonospilus,
73515,Bathylutichthys balushkini,
73516,Neoepinnula minetomai,
73517,Oneirodes sipharum,
73518,Oneirodes parapietschi,
73520,Pseudobarbus verloreni,
73521,Microstoma australis,
73522,Ebosia saya,
73523,Hemibrycon sanjuanensis,
73524,Clarias serniosus,
73526,Limatulichthys nasarcus,
73527,Eviota algida,
73528,Pseudolaguvia magna,
73529,Pseudolaguvia jiyaensis,
73530,Hymenocephalus iwamotoi,
73531,Hymenocephalus sazonovi,
73532,Hymenocephalus punt,
73533,Anatolichthys marassantensis,
73534,Upeneus nigromarginatus,
73535,Cynopoecilus notabilis,
73536,Rhamdella zelimai,
73537,Sebastapistes perplexa,
73538,Malacoctenus carrowi,
73539,Unguitrema nigrum,
73540,Bathylagichthys kobylianskyi,
73541,Hypselobarbus tamiraparaniei,
73542,Hypselobarbus vaigaiensis,
73543,Chimaera carophila,
73544,Hypselobarbus menoni,
73545,Julidochromis marksmithi,
73546,Hirtella carinata,
73547,Barchatus indicus,
73548,Schistura liyaiensis,
73565,Bryconamericus caldasi,
73575,Galaxias aequipinnis,
73576,Galaxias arcanus,
73577,Galaxias brevissimus,
73578,Galaxias gunaikurnai,
73579,Galaxias lanceolatus,
73580,Galaxias longifundus,
73581,Galaxias mungadhan,
73582,Galaxias mcdowalli,
73584,Galaxias oliros,
73591,Pterois paucispinula,
73593,Galaxias supremus,
73594,Galaxias tantangara,
73595,Galaxias terenasus,
73596,Gelanoglanis pan,
73597,Centromochlus melanoleucus,
73598,Nothobranchius usanguensis,
73600,Nothobranchius sagittae,
73601,Nothobranchius serengetiensis,
73603,Upeneus torres,
73604,Salmo kottelati,
73605,Pempheris convexa,
73606,Pempheris cuprea,
73607,Pempheris darvelli,
73608,Pempheris eatoni,
73609,Hypostomus yaku,
73610,Neoplecostomus jaguari,
73611,Nothobranchius flagrans,
73612,Apistogramma kullanderi,
73613,Paracobitis atrakensis,
73614,Garra jordanica,
73616,Microlepidogaster discontenta,
73617,Schistura mizoramensis,
73618,Chauliocheilos saxatilis,
73619,Polycentrus jundia,
73620,Geophagus mirabilis,
73621,Trichomycterus steindachneri,
73626,Bibarba parvoculus,
73627,Pinnichthys prolata,
73628,Platycephalus australis,
73629,Triplophysa qilianensis,
73630,Dario huli,
73631,Festucalex rufus,
73632,Chelidoperca santosi,
73634,Puntius nigronotus,
73635,Puntius nelsoni,
73636,Systomus chryseus,
73637,Systomus rufus,
73639,Stiphodon annieae,
73640,Oreichthys duospilus,
73641,Oreichthys incognito,
73646,Careproctus mica,
73647,Bryconamericus pinnavittatus,
73648,Neoniphon pencei,
73649,Cobitis avicennae,
73652,Peckoltia ephippiata,
73653,Peckoltia greedoi,
73654,Peckoltia lujani,
73655,Rhinolekos capetinga,
73656,Oligosarcus amome,
73657,Ituglanis boticario,
73658,Kopua vermiculata,
73659,Mugil margaritae,
73660,Pseudancistrus kayabi,
73661,Pseudancistrus asurini,
73662,Rhamphichthys heleios,
73664,Glossogobius mahalonensis,
73665,Chaunacops spinosus,
73666,Phyllopteryx dewysea,
73667,Eustomias kikimora,
73669,Heminoemacheilus parva,
73671,Acentrogobius vanderloosi,
73672,Acentrogobius violarisi,
73673,Atelomycterus erdmanni,
73674,Opsarius ardens,
73675,Trimma abyssum,
73676,Trimma chledophilum,
73677,Trimma multiclitellum,
73678,Trimma nauagium,
73679,Coreoleuciscus aeruginos,
73680,Carassioides phongnhaensis,
73681,Trimma insularum,
73682,Trimma kitrinum,
73683,Trimma meristum,
73684,Trimma pentherum,
73685,Trimma readerae,
73686,Trimma xanthum,
73687,Tetronarce cowleyi,
73688,Chaetostoma floridablancaense,
73689,Astroblepus martinezi,
73691,Astroblepus jimenezae,
73692,Scyliorhinus ugoi,
73693,Pareiorhina pelicicei,
73695,Ammodytes heian,
73696,Pseudojuloides polackorum,
73697,Astroblepus chinchaoensis,
73698,Astroblepus moyanensis,
73699,Astroblepus tamboensis,
73700,Astroblepus cajamarcaensis,
73701,Astroblepus floridaensis,
73702,Astroblepus hidalgoi,
73703,Astroblepus huallagaensis,
73704,Parotocinclus variola,
73705,Hymenocephalus yamasakiorum,
73706,Apterichtus dunalailai,
73707,Apterichtus jeffwilliamsi,
73709,Apterichtus malabar,
73710,Apterichtus mysi,
73711,Apterichtus nariculus,
73714,Encrasicholina macrocephala,
73715,Ginglymostoma unami,
73716,Urobatis pardalis,
73718,Badis britzi,
73722,Melanotaenia rubrivittata,
73723,Barathronus linsi,
73724,Danio assamila,
73725,Danio catenatus,
73726,Danio concatenatus,
73727,Danio sysphigmatus,
73728,Psilorhynchus olliei,
73729,Oreoglanis pangenensis,
73730,Trimma yoshinoi,
73731,Chaetostoma spondylus,
73732,Saurida tweddlei,
73733,Melanotaenia albimarginata,
73734,Melanotaenia aruensis,
73735,Melanotaenia kolaensis,
73736,Melanotaenia picta,
73737,Hemigrammus durbinae,
73738,Melanotaenia wokamensis,
73739,Cercamia melanogaster,
73740,Pseudorasbora pugnax,
73742,Cophecheilus brevibarbatus,
73743,Garra chakpiensis,
73744,Garra ukhrulensis,
73745,Glyptothorax senapatiensis,
73747,Photonectes gorodinskii,
73748,Photonectes uncinatus,
73750,Hisonotus vespuccii,
73751,Danio absconditus,
73752,Owstonia kamoharai,
73753,Trichomycterus nietoi,
73754,Cottus gratzianowi,
73756,Luzonichthys seaver,
73757,Teleogramma obamaorum,
73760,Paracobitis hircanica,
73762,Astroblepus mendezi,
73763,Erethistes nareshi,
73764,Rivulus berovidesi,
73765,Tatia britskii,
73766,Tympanopleura cryptica,
73767,Tympanopleura longipinna,
73768,Hemigrammus rubrostriatus,
73769,Neofundulus rubrofasciatus,
73770,Neofundulus aureomaculatus,
73771,Melanorivulus atlanticus,
73772,Cirrhilabrus marinda,
73773,Characidium satoi,
73774,Pethia striata,
73775,Silurus caobangensis,
73776,Silurus langsonensis,
73777,Silurus dakrongensis,
73778,Gymnocorymbus flaviolimai,
73779,Okamejei ornata,
73780,Pseudolarimichthys terengganui,
73781,Chrysiptera caesifrons,
73782,Saurida lessepsianus,
73783,Dentex carpenteri,
73784,Eptatretus cryptus,
73785,Eptatretus poicilus,
73786,Neomyxine caesiovitta,
73787,Acentrogobius limarius,
73789,Glyptothorax mibangi,
73790,Onychostoma krongnoense,
73791,Onychostoma dongnaiense,
73792,Schistura sirindhornae,
73793,Psilorhynchus kaladanensis,
73794,Paraschistura ilamensis,
73795,Metzia parva,
73796,Paracanthocobitis abutwebi,
73797,Paracanthocobitis adelaideae,
73798,Paracanthocobitis canicula,
73799,Paracanthocobitis linypha,
73800,Paracanthocobitis maekhlongensis,
73801,Enneapterygius phoenicosoma,
73802,Pseudojuloides zeus,
73803,Melanotaenia garylangei,
73804,Hemibrycon sierraensis,
73805,Lasiognathus dinema,
73807,Artedidraco longibarbatus,
73808,Hyphessobrycon lucenorum,
73809,Bythaelurus naylori,
73811,Trimma aturirii,
73812,Trimma kardium,
73813,Trimma trioculatum,
73814,Retroculus acherontos,
73815,Pseudacanthicus pitanga,
73817,Cobitis sakahoko,
73818,Hyphessobrycon natagaima,
73819,Upeneus lombok,
73820,Astyanax bagual,
73821,Jaydia erythrophthalma,
73823,Sphyraena arabiansis,
73824,Ponticola iranicus,
73825,Paraschistura abdolii,
73826,Paraschistura aredvii,
73827,Paraschistura hormuzensis,
73829,Paraschistura susiani,
73830,Hypostomus melanephelis,
73832,Exostoma sawmteai,
73834,Homatula change,
73835,Ancistrus maximus,
73836,Hypsopanchax stiassnyae,
73837,Melanotaenia klasioensis,
73838,Melanotaenia longispina,
73839,Melanotaenia susii,
73844,Melanotaenia sembrae,
73845,Melanotaenia manibuii,
73846,Melanotaenia naramasae,
73847,Melanotaenia rumberponensis,
73848,Melanotaenia sikuensis,
73849,Garra robertsi,
73850,Neenchelys nudiceps,
73851,Badis andrewraoi,
73852,Badis autumnum,
73853,Badis kyanos,
73854,Badis soraya,
73855,Paraschistura naumanni,
73856,Sebastes diaconus,
73857,Amphilius ruziziensis,
73858,Amphilius pedunculus,
73859,Amphilius frieli,
73860,Amphilius lujani,
73861,Amphilius crassus,
73862,Badis laspiophilus,
73863,Glossogobius macrocephalus,
73864,Glossogobius multipapillus,
73865,Glossogobius sentaniensis,
73867,Plectorhinchus caeruleonothus,
73868,Coryphopterus curasub,
73869,Puntius dolichopterus,
73870,Melamphaes inconspicuus,
73871,Melamphaes kobylyanskyi,
73872,Moenkhausia ischyognatha,
73873,Moenkhausia alesis,
73874,Moenkhausia sthenosthoma,
73875,Aspidoras marianae,
73876,Aetomylaeus caeruleofasciatus,
73877,Lepadichthys bilineatus,
73878,Pseudocoris occidentalis,
73879,Pseudocoris hemichrysos,
73880,Suculentophichthus nasus,
73881,Ebosia vespertina,
73882,Oxyurichthys chinensis,
73883,Oxyurichthys limophilus,
73884,Oxyurichthys rapa,
73885,Oxyurichthys zeta,
73886,Aphyosemion jeanhuberi,
73887,Moema beucheyi,
73888,Melanorivulus imperatrizensis,
73889,Alburnoides tabarestanensis,
73890,Bryconops munduruku,
73891,Danio annulosus,
73894,Chaunax gomoni,
73895,Chaunax brachysomus,
73896,Parapercis johnsoni,
73898,Crenicichla monicae,
73899,Cryptocentrus epakros,
73900,Tomiyamichthys zonatus,
73901,Microsternarchus brevis,
73902,Sundolyra latebrosa,
73903,Stalix novikovi,
73904,Laubuka trevori,
73905,Laubuka latens,
73906,Eumicrotremus tokranovi,
73907,Tor dongnaiensis,
73909,Tor mekongensis,
73910,Liobagrus hyeongsanensis,
73913,Hasemania uberaba,
73914,Panaqolus nix,
73915,Eviota rubrimaculata,
73916,Eviota flavipinnata,
73917,Luciobarbus maghrebensis,
73918,Luciobarbus rabatensis,
73919,Luciobarbus rifensis,
73921,Gobiosoma alfiei,
73923,Salmo viridis,
73924,Salmo multipunctatus,
73926,Scolecenchelys brevicaudata,
73927,Scolecenchelys robusta,
73928,Heros liberifer,
73930,Bythaelurus tenuicephalus,
73931,Plectranthias bennetti,
73932,Nothobranchius capriviensis,
73934,Lucigadus borealis,
73936,Careproctus lerikimae,
73937,Stiphodon palawanensis,
73939,Diplecogaster tonstricula,
73940,Andeancistrus eschwartzae,
73941,Ituglanis boitata,
73942,Nansenia boreacrassicauda,
73943,Triplophysa yajiangensis,
73944,Characidium nana,
73945,Eigenmannia antonioi,
73946,Eigenmannia desantanai,
73947,Eigenmannia guairaca,
73948,Eigenmannia matintapereira,
73949,Eigenmannia muirapinima,
73950,Eigenmannia pavulagem,
73951,Eigenmannia waiwai,
73952,Galaxiella toourtkoourt,
73953,Characidium summum,
73954,Bunocephalus hartti,
73955,Bunocephalus minerim,
73956,Oligosarcus varii,
73957,Chaetostoma bifurcum,
73958,Chaetostoma trimaculineum,
73960,Batasio flavus,
73961,Crenicichla anamiri,
73962,Gymnothorax mishrai,
73963,Characidium kamakan,
73964,Characidium deludens,
73965,Crenicichla tuca,
73966,Crenicichla tapii,
73971,Trimma quadrimaculatum,
73972,Ferrarissoaresia ferrarisi,
73973,Melamphaes proximus,
73975,Melamphaes contradictorius,
73976,Moenkhausia lineomaculata,
73977,Pseudophoxinus mehmeti,
73983,Apistogramma wolli,
73984,Apistogramma feconat,
73987,Pareiorhaphis garapia,
73988,Spectrolebias bellidoi,
73989,Etheostoma nebra,
73990,Laimosemion mabura,
73991,Austrolebias accorsii,
73993,Cobitis hereromacula,
73994,Cobitis baishagensis,
73996,Melamphaes succedaneus,
73997,Paraphyonus iselini,
73998,Paraphyonus merretti,
73999,Centrodraco fidelis,
74000,Stiphodon aureofuscus,
74002,Eretmobrycon ecuadorensis,
74003,Characidium helmeri,
74004,Curculionichthys sabaji,
74005,Curculionichthys coxipone,
74006,Curculionichthys sagarana,
74007,Parambassis serrata,
74008,Paraschistura delvarii,
74009,Hyphessobrycon clavatus,
74010,Hoplias mbigua,
74011,Terelabrus dewapyle,
74012,Chiloglanis kerioensis,
74015,Chiloglanis devosi,
74016,Ptychochromis mainty,
74017,Hime surrubea,
74018,Hime capitonis,
74019,Hime caudizoma,
74021,Phoxinus karsticus,
74025,Garra mondica,
74026,Nothobranchius torgashevi,
74027,Exostoma tenuicaudatum,
74028,Moenkhausia uirapuru,
74029,Chrysobrycon guahibo,
74030,Geophagus diamantinensis,
74031,Anablepsoides fransvermeuleni,
74032,Yunnanilus qujinensis,
74034,Garra trilobata,
74035,Garra cornigera,
74036,Garra nudiventris,
74038,Barbatula restricta,
74039,Profundulus mixtlanensis,
74040,Lutjanus xanthopinnis,
74041,Hyphessobrycon delimai,
74042,Hyphessobrycon krenakore,
74043,Epigonus draco,
74044,Nesogobius tigrinus,
74045,Barbus biharicus,
74046,Pteroidichthys acutus,
74047,Pteroidichthys caussei,
74048,Melamphaes lentiginosus,
74049,Melamphaes shcherbachevi,
74050,Gymnogeophagus pseudolabiatus,
74051,Gymnogeophagus mekinos,
74052,Gymnogeophagus constellatus,
74053,Gymnogeophagus missioneiro,
74054,Gymnogeophagus lipokarenos,
74055,Polysteganus flavodorsalis,
74056,Polysteganus cerasinus,
74057,Chrysiptera ellenae,
74058,Chrysiptera maurineae,
74059,Chrysiptera papuensis,
74060,Etmopterus benchleyi,
74061,Chlopsis sagmacollaris,
74062,Chlopsis nanhaiensis,
74063,Chlopsis orientalis,
74064,Gymnothorax pseudomelanosomatus,
74065,Sympenchelys taiwanensis,
74066,Muraenichthys velinasalis,
74067,Neenchelys gracilis,
74068,Echelus polyspondylus,
74069,Ophichthus bicolor,
74070,Ophichthus shaoi,
74071,Dysomma taiwanense,
74072,Nettenchelys proxima,
74073,Saurenchelys gigas,
74074,Parabathymyrus philippinensis,
74075,Pempheris andilana,
74076,Pempheris argyrea,
74077,Pempheris bineeshi,
74078,Pempheris bruggemanni,
74079,Pempheris connelli,
74080,Pempheris ellipse,
74081,Pempheris hadra,
74082,Pempheris heemstraorum,
74083,Pempheris hollemani,
74084,Pempheris ibo,
74085,Pempheris kruppi,
74086,Pempheris kuriamuria,
74087,Pempheris leiolepis,
74088,Pempheris megalops,
74089,Pempheris micromma,
74090,Pempheris muscat,
74091,Pempheris orbis,
74092,Pempheris pathirana,
74093,Pempheris peza,
74094,Pempheris rochai,
74095,Pempheris rubricauda,
74096,Pempheris sergey,
74097,Pempheris shimoni,
74098,Pempheris shirleen,
74099,Pempheris smithorum,
74100,Pempheris tau,
74101,Pempheris ternay,
74102,Pempheris tilman,
74103,Pempheris tiran,
74104,Pempheris trinco,
74105,Pempheris viridis,
74106,Pempheris wilsoni,
74107,Pempheris xanthomma,
74108,Pempheris zajonzi,
74109,Navigobius vittatus,
74110,Lubricogobius nanus,
74111,Gobius salamansa,
74112,Tometes kranponhah,
74113,Tometes ancylorhynchus,
74114,Hypancistrus phantasma,
74115,Hypancistrus margaritatus,
74116,Pachycara caribbaeum,
74147,Alburnoides samiii,
74153,Speleogobius llorisi,
74154,Leptoderma ospesca,
74155,Gymnotus refugio,
74156,Scyliorhinus cabofriensis,
74157,Harpadon nudus,
74158,Pogonophryne pallida,
74159,Alburnoides diclensis,
74160,Astroblepus bellezaensis,
74161,Astroblepus mojicai,
74162,Astroblepus ardiladuartei,
74163,Astroblepus nettoferreirai,
74164,Astroblepus putumayoensis,
74165,Melanotaenia bowmani,
74166,Melanotaenia etnaensis,
74167,Melanotaenia grunwaldi,
74168,Melanotaenia lacunosa,
74169,Melanotaenia mamahensis,
74170,Neenchelys andamanensis,
74171,Protogrammus alboranensis,
74172,Ariosoma dolichopterum,
74173,Sicyopterus squamosissimus,
74174,Labeobarbus boulengeri,
74175,Gobius incognitus,
74176,Moema kenwoodi,
74177,Clypeobarbus breviclipeus,
74178,Amblyceps waikhomi,
74179,Isorineloricaria acuarius,
74181,Enteromius validus,
74182,Cryptomyrus ogoouensis,
74183,Cryptomyrus ona,
74184,Pseudolaguvia nepalensis,
74185,Luciobarbus guercifensis,
74186,Luciobarbus zayanensis,
74187,Pempheris gasparinii,
74189,Hypselobarbus nilgiriensis,
74190,Olyra praestigiosa,
74195,Tomiyamichthys levisquama,
74197,Pareuchiloglanis hupingshanensis,
74198,Capoeta anamisensis,
74199,Paracheilinus alfiani,
74200,Paracheilinus paineorum,
74201,Paracheilinus xanthocirritus,
74202,Cobitis takenoi,
74203,Neotrygon australiae,
74204,Neotrygon caeruleopunctata,
74205,Neotrygon orientalis,
74206,Ateleopus edentatus,
74208,Peckoltia wernekei,
74209,Laimosemion leticia,
74210,Myloplus zorroi,
74211,Amaralia oviraptor,
74212,Pegasus tetrabelos,
74213,Marcusenius desertus,
74214,Parapriacanthus darros,
74215,Parapriacanthus kwazulu,
74216,Parapriacanthus punctulatus,
74217,Parapriacanthus rahah,
74218,Parapriacanthus sharm,
74219,Capoeta coadi,
74220,Chelidoperca stella,
74221,Corydoras eversi,
74222,Rhinogobius niger,
74223,Arothron multilineatus,
74224,Garra lorestanensis,
74225,Moenkhausia abyss,
74226,Channa pardalis,
74227,Coryogalops nanus,
74228,Xenurobrycon varii,
74232,Corydoras brittoi,
74233,Corydoras pavanelliae,
74234,Cynopoecilus feltrini,
74235,Eviota eyreae,
74236,Eviota mimica,
74237,Eviota richardi,
74238,Eviota teresae,
74239,Eviota thamani,
74240,Lutjanus sapphirolineatus,
74241,Serrapinnus zanatae,
74242,Garra incisorbis,
74243,Apistogramma eleutheria,
74244,Apistogramma flavipedunculata,
74245,Marcusenius kaninginii,
74246,Schistura kampucheensis,
74247,Hisonotus pachysarkos,
74248,Ancistrus krenakarore,
74249,Ancistrus karajas,
74250,Paralepidocephalus translucens,
74251,Brycinus epuluensis,
74252,Pillaiabrachia siniae,
74253,Sinocyclocheilus guanyangensis,
74254,Hypostomus formosae,
74255,Alburnoides damghani,
74256,Moenkhausia monicae,
74257,Hyphessobrycon psittacus,
74261,Cyphocharax jagunco,
74262,Chaunax multilepis,
74263,Dasyloricaria paucisquama,
74264,Moenkhausia parecis,
74265,Gymnogeophagus terrapurpura,
74266,Corydoras knaacki,
74267,Corydoras froehlichi,
74268,Callionymus alisae,
74269,Moenkhausia venerei,
74270,Chaetostoma joropo,
74271,Trichomycterus torcoromaensis,
74272,Notoraja martinezi,
74273,Pseudolaguvia fucosa,
74274,Coryphaenoides soyoae,
74275,Aphyosemion bitteri,
74276,Anablepsoides hoetmeri,
74277,Melanorivulus polychromus,
74278,Hyphessobrycon vanzolinii,
74279,Terelabrus flavocephalus,
74280,Sueviota bryozophila,
74281,Astroblepus verai,
74282,Astroblepus pradai,
74283,Astroblepus curitiensis,
74284,Astroblepus onzagaensis,
74285,Pethia sanjaymoluri,
74286,Pareiorhina rosai,
74287,Serranus pulcher,
74288,Gymnapogon janus,
74289,Potamotrygon wallacei,
74290,Pseudomugil luminatus,
74291,Bassozetus mozambiquensis,
74292,Amblyceps accari,
74293,Hisonotus alberti,
74294,Melamphaes eurous,
74295,Gobio kizilirmakensis,
74296,Gobio artvinicus,
74297,Valenciennea yanoi,
74298,Psilotris laetarii,
74299,Psilotris laurae,
74300,Pinnichthys aimoriensis,
74301,Varicus adamsi,
74302,Varicus cephalocellatus,
74303,Aequidens superomaculatum,
74304,Eviota punyit,
74305,Pinnichthys saurimimica,
74306,Varicus decorum,
74307,Varicus nigritus,
74308,Varicus veliguttatus,
74309,Pseudogramma paucilepis,
74310,Pseudogramma galzini,
74311,Encrasicholina intermedia,
74312,Encrasicholina gloria,
74313,Schizothorax chivae,
74314,Polyipnus notatus,
74315,Lentipes kolobangara,
74317,Hypsolebias faouri,
74318,Hypsolebias martinsi,
74319,Mystus catapogon,
74320,Callionymus petersi,
74321,Cirrhilabrus isosceles,
74322,Trichomycterus tetuanensis,
74323,Apterichtus succinus,
74324,Rhinobatos borneensis,
74325,Glyptothorax pasighatensis,
74327,Bufoceratias microcephalus,
74328,Oneirodes quadrinema,
74329,Oneirodes amaokai,
74330,Petrocephalus leo,
74331,Bathyaethiops baka,
74332,Bathyaethiops flammeus,
74333,Varicus lacerta,
74334,Microplecostomus forestii,
74335,Platyrhina psomadakisi,
74337,Schizopygopsis pengquensis,
74338,Pseudojuloides labyrinthus,
74339,Garra tamangi,
74340,Eigenmannia besouro,
74342,Eviota melanosphena,
74343,Caecieleotris morrisi,
74344,Moenkhausia mutum,
74345,Narcine baliensis,
74346,Amblyeleotris memnonia,
74347,Melamphaes papavereus,
74348,Troglonectes shuilongensis,
74349,Trachinocephalus gauguini,
74350,Bathyraja pacifica,
74351,Mugilogobius flavomaculatus,
74352,Cynoglossus nanhaiensis,
74353,Eviota erdmanni,
74354,Abyssobrotula hadropercularis,
74355,Diplodus levantinus,
74356,Squalus lobularis,
74357,Squalus bahiensis,
74358,Squalus quasimodo,
74359,Squalus albicaudus,
74360,Nannoxyropsis ephippia,
74361,Psilorhynchus tysoni,
74362,Halichoeres gurrobyi,
74363,Squatina david,
