JourID,JOUR,JOUR_NAME,FULL_NAME,CALLNUMBER,REMARKS,TimeStamp
5976,MFBP,Marine and Freshwater Behaviour and Physiology,NULL,NULL,NULL,44:47.0
5977,BOOK,Versammlung Deutscher Naturforscher,NULL,NULL,NULL,00:40.0
5978,BPAK,Biologia (Pakistan),NULL,NULL,NULL,33:06.0
5979,SFCP,SFC Proceedings,NULL,NULL,NULL,01:45.0
5980,AAISBL,"Actes de l'AcadÃ©mie ImpÃ©riale des Sciences, Belles-Lettres et Arts de Bordeaux",NULL,NULL,NULL,35:11.0
5982,ANHM,"Annals of Natural History, or Magazine of Zoology, Botany, and Geology",NULL,NULL,NULL,21:02.0
5983,MNKP,"Museo Noel Kempff, Santa Cruz de La Sierra, Bolivia.",NULL,NULL,NULL,01:59.0
5985,IJZR,International Journal of Zoology Research,NULL,NULL,"ISSN 2278-8816.  Vol, 3 in 2013.",06:05.0
5986,MSUMNH,"Southern Regional Station, Zoological Survey of India, Chennai, Manonmaniam Sundaranar University, Museum of Natural History.",NULL,NULL,NULL,46:16.0
5987,ZOOECO,Zoology and Ecology,NULL,NULL,New in 2013?,03:36.0
5988,EBUM,"Et ve BalÄ±k Umum MÃ¼dÃ¼rlÃ¼ÄŸÃ¼, Istanbul",NULL,NULL,NULL,31:30.0
5990,RUSCF,Report of the United States Commissioner of Fisheries,NULL,NULL,NULL,40:40.0
5991,JASBNSS,Journal of the Asiatic Society of Bengal (New Series),NULL,NULL,NULL,51:49.0
5993,ANAN,Anatomischer Anzeiger,NULL,NULL,NULL,41:54.0
5994,BDJ,Biodiversity Data Journal,NULL,NULL,NULL,51:21.0
5995,BOOK,"Cave Fishes of Guingxi, China",NULL,NULL,NULL,29:18.0
5996,GALRES,Galapagos Research,NULL,NULL,NULL,04:06.0
5998,ISSY,Integrated Scientific Studies of Yunnan Tongbiguan Nature Reserve,NULL,NULL,NULL,35:39.0
5999,IJPAZ,International Journal of Pure and Applied Zoology,NULL,NULL,NULL,47:11.0
6000,BOOK,Freshwater Fishes of the order Perciformes,NULL,NULL,NULL,14:23.0
6002,NRIA,Newsletter Research Institute for Aquaculture,NULL,NULL,ISSN 1859-3174/,41:52.0
6003,SAMA,Sains Malaysiana,NULL,NULL,No details.,23:05.0
6004,AACF,Annales de lâ€™Association Canadienne-FranÒ«aise pour l'avancement des sciences.,NULL,NULL,NULL,01:17.0
6005,MDGG,Monatsberichte der deutschen geologischen Gesellschaft.,NULL,NULL,NULL,21:33.0
6006,IJEB,International Journal of Evolutionary Biology,NULL,NULL,NULL,43:16.0
6008,INPA1,The Edimburgh new philosophy journal,NULL,NULL,NULL,05:14.0
6009,ENPJ1,The Edinburgh new philosophy journal,NULL,NULL,NULL,52:57.0
6011,TNH,Tropical Natural History.,NULL,NULL,Vol. 13 in 2013.,52:51.0
6012,JEZI,Journal of Experimental Zoology of India,NULL,ISSN 0972-0030,NULL,25:33.0
6013,RJAVFS,"Research Journal of Animal, Veterinary and Fishery Sciences",NULL,NULL,NULL,01:30.0
6014,JRB,Journal of Research in Biology,NULL,NULL,IZZN 2231-6299,13:20.0
6016,JLS,Journal of the Linnaean Society,NULL,NULL,NULL,06:00.0
6017,TFG,Thai Fisheries Gazette,NULL,NULL,NULL,55:21.0
6018,TCKH,"Tap Chi Khoa Hoc (Journal of Science, Vietnam National University, Hanoi).",NULL,NULL,NULL,56:38.0
6021,JFAG,Journal of Fisheries and Aquaculture.,NULL,NULL,"V. 4, issue 3 in 2013.",28:10.0
6023,SIWJS,"Species, The International Weekly Journal for Species",NULL,NULL,"Vol. 7, no. 16 on Jan. 29, 2014. ESS239919-5748",34:29.0
6024,IWJS,Species.  The International Weekly Journal for Species,NULL,NULL,NULL,38:51.0
6025,ZIRAS,Zoological Institute of the Russian Academy of Sciences,NULL,NULL,NULL,47:08.0
6026,NSH,Nganh Sinh Hoc,NULL,NULL,NULL,53:02.0
6027,MEJSR,Middle-East Journal of Scientific Research,NULL,NULL,ISSN 1990-9233.  V. 19 (no. 9) in April 2014.,44:06.0
6028,MEJOSR,Middle-East Journal of Scientific Research,NULL,NULL,ISSN 1990.9233.,14:25.0
6029,BSGN,"Bulletin Society Geologic. Normandie et Amis Museum Havre, Zoology",NULL,NULL,NULL,56:19.0
6030,RBOZ,Raffles Bulletin of Zoology,NULL,NULL,NULL,05:45.0
6031,PNASI,"Proceedings of the National Academy of Sciences, India.",NULL,NULL,NULL,51:19.0
6032,MNMNS,"Memories of the Natural Museum of Natural Sciences, Tokyo",NULL,NULL,NULL,59:59.0
6033,PJMB,Pakistan Journal of Marine Biology (Marine Research),NULL,NULL,NULL,50:54.0
6034,NMNSM,National Museum of Nature and Science Monographs,NULL,NULL,Also National Science Museum Monographs or National Science Museum Tokyo Monographs,16:24.0
6035,BOOK,"Pimelodidae, Trachycorystidae, Cetopsidae, Bunocephalidae, Auchenipteridae, e Hypophthalmidae.",NULL,NULL,NULL,45:29.0
6036,TAZ,The Annals of Zoology,NULL,NULL,NULL,58:03.0
6037,ODE,Organisms Diversity & Evolution,NULL,NULL,NULL,06:24.0
6038,ABT,Arquivos de Biologia e Techologia (Curitaba),NULL,NULL,NULL,56:21.0
6039,RE,Reef Encounter,NULL,NULL,NULL,35:37.0
6047,BIOONE,BioOne,NULL,NULL,"BioOne, Bulletin of the Peabody Museum of Natural History",14:43.0
6048,ZOSY,Zoological Systematics,NULL,NULL,NULL,20:18.0
6049,SPECIES,Species,NULL,NULL,NULL,20:47.0
6050,IJI,Iranian Journal of Ichthyology,NULL,NULL,June 2014 is 1(2).,08:53.0
6051,WIOJ,Western Indian Ocean Journal of Marine Science,NULL,NULL,NULL,18:33.0
6052,TPMAP,"The Philosophical Magazine and Annals of Philosophy, London, N. S.",NULL,NULL,from Fricke 2014,45:13.0
6053,IJSR,International Journal of Scientific Research,NULL,NULL,NULL,51:17.0
6054,KILLIN,Killie Nieuws,NULL,NULL,NULL,24:57.0
6055,KINI,Killi Nieuws,NULL,NULL,NULL,23:08.0
6056,KILLIK,Killi Kontakt,NULL,NULL,NULL,46:35.0
6057,HJBC,Hacettepe Journal of Biology and Chemistry,NULL,NULL,http://www.hjbc.hacettepe.edu.tr/,43:53.0
6058,IANSSSR,"Izvestiya Akademii Nauk SSSR, Otdeleniya Biologiya Nauk",NULL,NULL,"Also a series: ""Izvestiya Akademii Nauk SSSR Seriya Biologicheskaya"" [ISSN 0002-3329].",13:56.0
6059,MNHN2,"MusÃ©um National d'Histoire Naturelle, Paris",NULL,NULL,NULL,37:16.0
6060,JMBA,Journal of the Marine Biological Association of the United Kingdom.,NULL,NULL,NULL,00:01.0
6061,DAMV,"Das Aquarium, Monatsmagazin fÃ¼r Vivaristik",NULL,NULL,"Germany, v. 28 (1994) -  2005. ISSN - 0341-2709.",57:37.0
6062,EZM,"Ezhegodnik, Zoologicheskogo Muzeya, Sankt-Petersburg",NULL,NULL,NULL,03:58.0
6063,BOOK,"KLM Scientific Press, Moscow",NULL,NULL,NULL,15:34.0
6064,MARS,"MÃ©moires de l'AcadÃ©mie Royale des Sciences et des Lettres de Danemark, Copenhague",NULL,NULL,NULL,20:07.0
6065,MICH,MÃ©lange Ichthyologiques,NULL,NULL,NULL,26:48.0
6066,SPB,"Science Press, Beijing",NULL,NULL,NULL,48:04.0
6075,NULL,Izdateljestvo Akademii Nauk SSSR.  Serija biologiceskaja.,NULL,NULL,NULL,27:41.0
6078,NULL,Revue de Zoologie Africaine,NULL,NULL,NULL,24:08.0
6079,IJFBS,International Journal of Fauna and Biological Studies,NULL,NULL,NULL,25:35.0
6080,EDM,"Explorations des mers d'U.R.S.S., Leningrad",NULL,NULL,NULL,59:47.0
6084,IIRGOX,Izvestiya Imperatorskago Russkago Geograficheskago Obshchestva,NULL,NULL,NULL,12:34.0
6086,NULL,"Academy of Sciences of the USSR Publications, Leningrad.",NULL,NULL,NULL,23:57.0
6087,ASUSSR,"Academy of Sciences of the USSR Publications, Leningrad.",NULL,NULL,NULL,24:41.0
6088,MPRRM,"Materialy k' poznaniyu russkago rybolovstva [Materials to the knowledge of the Russian fishery.], Petrograd",NULL,NULL,NULL,30:35.0
6090,NULL,Proceedings of the Indian National Science Academy Biological Sciences,NULL,NULL,NULL,41:46.0
6093,NULL,"Issleddovaniya Morey SSSR, Leningrad",NULL,NULL,NULL,55:30.0
6094,ISMS,"Issledovaniya Morey SSSR, Leningrad",NULL,NULL,NULL,07:41.0
6096,IJMS,International Journal of Marine Science,NULL,NULL,NULL,06:31.0
6098,BBT,"Boletim Biologico, Trabalho do Laboratorio de Parasitologia da Facultade de Medicina de SÃ£o Paulo",NULL,NULL,NULL,56:16.0
6102,AIRAN,Zoologicheskii Institut RAN.,NULL,NULL,NULL,52:59.0
6104,ZIN,"Zoologicheskii Institut RAN, St. Petersburg.",NULL,NULL,NULL,29:23.0
6109,ZIRAN,Zoologcherskii Institut RAN,NULL,NULL,NULL,18:15.0
6111,RAN,"Zoologicherskii Institut RAN, St. Petersburg.",NULL,NULL,NULL,48:42.0
6115,KMK,"KMK Scientific Press, Moscow",NULL,NULL,NULL,52:09.0
6116,RSOP,Royal Society Open Science,NULL,NULL,NULL,51:05.0
6117,JGOU,Journal of Guangdong Ocean University,NULL,NULL,NULL,22:13.0
6118,TNHMJ,The Thailand Natural History Museum Journal,NULL,NULL,NULL,27:07.0
6121,THNMJ,Thailand Natural History Msuem Journal,NULL,NULL,NULL,58:02.0
6127,OPBM,Occasional Papers of Bernice Pauahi Bishop Museum,NULL,NULL,NULL,32:53.0
6128,TAQNEW,Today's Aquarist Newsletter,NULL,NULL,"Black Rock, CT, USA.  v. 1 (mo. 1), 1985. ISSN 0147-118X",26:35.0
6129,TODAY,Today's Aquarist,NULL,NULL,"Norwalk, CT, USA v. 1, 1974 - v. 2, 1975/1976",23:11.0
6131,TAN,Today's Aquarist,NULL,NULL,"Pisces Publishing Corporation, Inc., Norwalk, Connecticut.",44:48.0
6134,UMB,"Universidad Metropolitana de Barranquilla, Colombia",NULL,NULL,NULL,38:34.0
6135,MVNH,"Mergus Verlag fÃ¼r Natur- und Heimtierkunde, Melle",NULL,NULL,NULL,41:05.0
6137,RFA1,Revue franÃ§aise d'Aquariologie,NULL,NULL,NULL,11:10.0
6138,PAZSP1,PapÃ©is Avulsos de Zoologia (SÃ£o Paulo),NULL,NULL,NULL,52:22.0
6141,NULL,Bulletin du Museum National d'Histoire Naturelle Paris (ser. 3),NULL,NULL,NULL,54:56.0
6143,BMNHN3,Bulletin du MusÃ©um National d'Histoire Naturelle (SÃ©rie 3),NULL,NULL,NULL,59:05.0
6144,NOAR,*Nothobranchius* Archives,NULL,NULL,NULL,36:40.0
6157,JSD,Journal of Science and Development (Tap chÃ­ Khoa hoc vÃ  PhÃ¡t trien),NULL,NULL,Vietnam; www.vnua.edu.vn,12:11.0
6158,BIONO,Bionomina,NULL,NULL,NULL,34:52.0
6159,DSRII,Deep-Sea Research II,NULL,NULL,NULL,42:17.0
6162,EPVS,"Extraits des ProcÃ¨s-Verbaux des SÃ©ances, SociÃ©tÃ© Philomathique de Paris. ",NULL,epvs,NULL,41:06.0
6164,FSAH,"Fishes of Sahul, Journal of the Australia New Guinea Fisheries Association",NULL,NULL,NULL,39:58.0
6171,IJBI,International Journal of Aquatic Biology,NULL,NULL,NULL,52:00.0
6172,RSBF,"Report, Swedish Board of Fisheries, Institute of Freshwater Research, Drottningholm",NULL,NULL,NULL,33:27.0
6175,RJG,Russian Journal of Genetics,NULL,NULL,NULL,52:50.0
6176,GENK,Genetika,NULL,NULL,NULL,42:15.0
6177,AZMMSU,"Archives of Zoological Museum, Moscow State University",NULL,NULL,NULL,36:19.0
6179,CIUNED,Cuadernos de investigaciÃ³n UNED,NULL,NULL,NULL,05:17.0
6180,KKSB,KÃ¶nigstein (Koeltz Scientific Books),NULL,NULL,NULL,56:29.0
6183,GJLBS,Grahamstown (J. L. B. Smith Institute of Ichthyology),NULL,NULL,NULL,47:36.0
6184,MFCN,"Memoria, FundaciÃ³n La Salle de Ciencias Naturales",NULL,NULL,v. 57.1998 - v. 154.2002.  ISSN 0037-8518,58:20.0
6193,SGI,"Spalato. Godicnje IzviesÄ‡e C. K. Velike Realke u Splitu za Skolsku Godinu, Split",NULL,NULL,NULL,22:39.0
6194,GIR,"Godicnje IzviesÄ‡e C. K. Velike Realke u Splitu za Skolsku Godinu, Split",NULL,NULL,NULL,28:23.0
6197,AWJ,"A Weekly Journal of the Rod and Gun, New York.",NULL,NULL,NULL,41:36.0
6198,ARPF,"Annual report of Pierre Fortan ... , Ottawa",NULL,NULL,NULL,22:50.0
6202,ANSSSR,Akademy Nauk SSSR,NULL,NULL,NULL,52:55.0
6203,ANY,"Akademy Nauk SSSR, Yakutsk.",NULL,NULL,NULL,54:08.0
6204,COMHN,"Contribuciones ocasionales del Museo de Historia Natural del Colegio de ""La Salle"", Caracas",NULL,NULL,NULL,57:05.0
6205,FFI,Fish and Fisheries,NULL,NULL,NULL,21:32.0
6206,UVSWE,"Uitgezogte Verhandelingen uitgegeeven uit de nieuwste werken van de Societeiten der Wetenschappen in Europa en van andere geleerde mannen, Amsterdam",NULL,NULL,NULL,52:37.0
6207,MRCTI,"Memoria, Reale Comitato Talassografico Italiano",NULL,mrcti1,NULL,48:24.0
6208,ABVDN,Amtlicher Bericht Ã¼ber die ... Versammlung Deutscher Naturfoscher und Aerzte,NULL,NULL,NULL,42:14.0
6209,MNY,"Minerva, New York",NULL,NULL,NULL,49:27.0
6210,RGS,"Revue Germanique, Strasbourg",NULL,NULL,NULL,54:49.0
6212,HYD,HydroÃ©cologie,NULL,NULL,NULL,58:35.0
6213,HAP,HydroÃ©cologie AppliquÃ©e (Paris),NULL,NULL,NULL,06:18.0
6214,NULL,Salmonoid fishes in Russian north-east,NULL,NULL,NULL,18:13.0
6215,USCIENT,Universitas Scientiarum,NULL,NULL,NULL,51:04.0
6216,M8SCI,Memoria del VIII Simposio Colombiano de IctiologÃ­a,NULL,NULL,NULL,03:51.0
6217,Ã–F,Ã–sterreichs Fischerei,NULL,NULL,NULL,49:31.0
6218,NULL,Zoological Catalogue of Australia. Volume 35. Fishes. Parts 1-3,NULL,NULL,NULL,41:42.0
6219,APSP,"American Philosophical Society Press, Philadelphia",NULL,NULL,NULL,26:22.0
6221,NULL,Mechanisms of species formation in charr of Lake Kronotskoye,NULL,NULL,NULL,39:41.0
6223,OCE,Oceanography,NULL,NULL,NULL,27:55.0
6224,BR,BioInvasions Records,NULL,NULL,NULL,48:28.0
6225,RWC,Researches on Wildlife Conservation,NULL,NULL,NULL,50:22.0
6226,SHER,Sherbornia,NULL,NULL,NULL,29:38.0
6227,NULL,The fishes of Australia.  Part I,NULL,NULL,NULL,39:01.0
6228,AACL,AACL Bioflux,NULL,NULL,"Aquaculture, Aquarium, Conservation & Legislation, International Journal of the Bioflux Society",00:36.0
6229,JABS,Journal of Applied Biological Sciences,NULL,NULL,NULL,00:40.0
6230,AMZ,Arxius de Miscel-lÃ nia ZoolÃ²gica,NULL,NULL,NULL,32:20.0
6231,BKA,BKA publication,NULL,NULL,NULL,38:41.0
6232,DNA,DNA Barcodes,NULL,NULL,de Gruyter open access,18:34.0
6233,DAD,Diversity and Distributions,NULL,NULL,NULL,51:24.0
6234,NULL,Monographia Brazileira de peixes fluviaes,NULL,NULL,NULL,47:48.0
6235,BMRI,BioMed Research International,NULL,NULL,Hindawi Publishing Corporation,57:19.0
6236,PRCZ,"Poeyana, Revista Cubana de Zoologia",NULL,NULL,NULL,57:52.0
6237,ZATV,Zeitschrift fÃ¼r Aquarien- und Terrarien-Vereine,NULL,NULL,Berlin.,40:51.0
6239,BAT,BlÃ¤tter fÃ¼r Aquarien- und Terrarienkunde,NULL,NULL,NULL,44:17.0
6240,LSH,LinnÃ©ska Samfundets Handlingar,NULL,NULL,"Transactions of the Linnean Society, Stockholm.",44:22.0
6241,CJES,Caspian Journal of Environmental Sciences,NULL,NULL,"Semi-annual publication, University of Guilan, Iran. Official Publication of AUCRS (Association of Universities of Caspian Region States)",05:06.0
6242,NULL,Exoticorum libri decem,NULL,NULL,NULL,19:29.0
6243,NULL,"Ichthyologia Massiliensis, sistens piscium descriptiones eorumque apud incolas nomina",NULL,NULL,NULL,35:34.0
6244,RACCB,Revista de la AsociaciÃ³n Colombiana de Ciencias BiolÃ³gicas,NULL,NULL,"In Spanish, Universidad del Quindio, Armenia, Colombia.",20:52.0
6245,NULL,"Barranquilla, Departmento del AtlÃ¡ntico",NULL,NULL,NULL,46:56.0
6246,NULL,Revision of the genus *Synchiropus* (Teleostei: Callionymidae).,NULL,NULL,NULL,17:44.0
6249,AZF,Acta Zoologica Fennica,NULL,NULL,NULL,34:53.0
6250,JFT,FishTaxa,NULL,NULL,Journal of Fish Taxonomy,29:46.0
6251,TAB,"El Tabano, Organo del los Estudiantes del Colegio Nacional, ParanÃ¡, Argentina",NULL,NULL,NULL,06:34.0
6252,FNZ,The Fishes of New Zealand,NULL,NULL,NULL,43:21.0
6255,BMAL,Bollettino Malacologico,NULL,NULL,NULL,46:16.0
6256,PVAAW,Processen-verbaal van de gewone vergaderingen der Koninklijke Akademie van Wetenschappen; Afdeeling Natuurkunde,NULL,NULL,"Koninklijke Akademie van Wetenschappen, Amsterdam, The Netherlands, 1866-1884",51:59.0
6258,MBRC,Molecular Biology Research Communications,NULL,NULL,"International Journal of Molecular Biology, published quaterly by the Shiraz University, Iran.",11:00.0
6259,FISHT,FishTaxa,NULL,NULL,Journal of Fish Taxonomy,49:54.0
6260,NNEO,Natura Neotropicalis,NULL,NULL,NULL,57:16.0
6261,RZSIMOP,"Records of the Zoological Survey of India, Miscellaneous Publication, Occasional Paper",NULL,NULL,NULL,06:44.0
6263,FMS,Frontiers in Marine Science,NULL,NULL,Marine Systematics and Taxonomy,44:59.0
6265,FIST,FishTaxa,NULL,NULL,Vol 1 in March 2016.,38:33.0
6266,NULL,[Aquarium],NULL,NULL,"Izdatelâ€™stvo Akvarium, Moscow.",42:05.0
6267,SPS,South Pacific Studies,NULL,NULL,NULL,40:11.0
6268,APHC,Annales de Parasitologie humaine et comparÃ©e,NULL,NULL,NULL,56:40.0
6269,NULL,Ichthyologie [von Syrien]. In Russegger,NULL,NULL,NULL,47:53.0
6270,IPCC,"InvestigaciÃ³n Pesquera Continental, ContribuciÃ³n",NULL,NULL,Buenos Aires,54:45.0
6271,CADICPE,"CADIC, Centro Austral de Investigaciones cientificas, ContribuciÃ³n Cientifica, PublicaciÃ³n Especial",NULL,NULL,NULL,57:59.0
6272,JHUP,Johns Hopkins University Press,NULL,NULL,NULL,32:09.0
6273,SUBB,Subterranean Biology,NULL,NULL,The International Society for Subterranean Biology,29:50.0
6274,KEMP,Kempffiana,NULL,NULL,NULL,07:23.0
6275,NMNS,National Museum of Nature and Science etc.,NULL,NULL,NULL,16:42.0
6276,NULL,The Korean Society of Fisheries and Aquatic Science,NULL,NULL,NULL,28:26.0
6277,NULL,Korean Society of Fisheries and Aquatic Science,NULL,NULL,NULL,28:45.0
6278,KJFAS,Korean Journal of Fisheries and Aquatic Science,NULL,NULL,NULL,29:27.0
6279,AA,Annali di Agricoltura,NULL,NULL,NULL,37:16.0
6280,AMNHB,"Annales Musei Nationalis Hungarici, Budapest",NULL,NULL,NULL,22:07.0
6281,NULL,Aquarien und Terrarien-Zeitschrift Sonderheft,NULL,NULL,NULL,28:47.0
6284,AOS,Acta Oceanologica Sinica,NULL,NULL,NULL,44:52.0
6285,PVRSSG,"Program G. K. Velike Realke u Spljetu za Skolsku Godinu, Split",NULL,NULL,NULL,57:58.0
6286,TANN,Today's Aquarist Newsletter,NULL,NULL,"Pisces Publishing Co., Black Rock (CT). ISSN 0147-118X.",37:11.0
6287,TPIV,Transactions of the Philosophical Institute of Victoria,NULL,NULL,Melbourne,17:57.0
6288,DGLZR,"DGLZ- Rundschau, Deutsche Gesellschaft fÃ¼r LebendgebÃ¤rende Zahnkarpfen e.V., Hamburg",NULL,NULL,NULL,04:49.0
6289,CAVER,Cave Research,NULL,NULL,"Ivy Publishing Group, ISSN 2379-8408.",28:35.0
6290,JNTS,Journal of Natural and Technical Sciences (In Russian.),NULL,NULL,"???????????? ? ??????????? ?????, Sputnik Publishing, Moscow, Russia.",02:57.0
6291,TISJ,The Integrated Scientific Journal,NULL,NULL,NULL,04:23.0
6292,APSN,Aktual'nie Problemi Sovremennoi Nauki,NULL,NULL,"Current problems of modern science, ISBN 1680-2721",44:22.0
6293,ETN,Estestvennie i Technicheskie Nauki [Ð•ÑÑ‚ÐµÑÑ‚Ð²ÐµÐ½Ð½Ñ‹Ðµ Ð¸ Ñ‚ÐµÑ…Ð½Ð¸Ñ‡ÐµÑÐºÐ¸Ðµ Ð½Ð°ÑƒÐºÐ¸],NULL,NULL,???????????? ? ??????????? ????? (Natural and Technical Sciences),29:28.0
6294,MDNA,Mitochondrial DNA,NULL,NULL,NULL,34:58.0
6297,BOOK,The aquarium and its denizens.,NULL,NULL,NULL,12:36.0
6298,BOOK,The aquarium and its denizens,NULL,NULL,NULL,13:03.0
6299,GENCS,Genetics,NULL,NULL,The Genetics Society of America (GSA),42:12.0
6300,NULL,"Leitfaden zur Pflege und Zucht von einheimischen und exotischen Zierfischen, Schnecken und Wasserpflanzen",NULL,NULL,NULL,06:56.0
6301,NULL,De la pÃªche dur la cÃ´te occidentale d'Afrique,NULL,NULL,NULL,44:53.0
6302,JLSLB,"The Journal of the Linnean Society of London, Botany",NULL,NULL,NULL,52:40.0
6303,NULL,Leerboek van de grondbeginselen der dierkunde in haren geheelen omvang,NULL,NULL,"Tiel, The Netherlands, 1863-1871",51:05.0
6304,NTMNA,NOAA Technical Memorandum. NMFS-AFSC,NULL,NULL,NULL,58:04.0
6305,NTMNSE,NOAA Technical Memorandum. NMFS-SEFC,NULL,NULL,NULL,59:52.0
6306,NOTM,NOAA Technical Memorandum,NULL,NULL,NULL,06:08.0
6307,MDNAB,Mitochondrial DNA part B Resources,NULL,NULL,"ISSN (Print): 2380-2359, Taylor & Francis Group",32:36.0
6308,NULL,FremdlÃ¤ndische Zierfische,NULL,NULL,Book,10:19.0
6309,NULL,The goldfish,NULL,NULL,"Book, privately published.",35:05.0
6310,NULL,Der Goldfisch,NULL,NULL,Bibliothek der Aquarien- und Terrarien-kunde Band I,46:56.0
6311,NULL,Leitfaden fÃ¼r Aquarien- und Terrarienfreunde,NULL,NULL,Book,23:42.0
6312,NULL,Goldfish breeds,NULL,NULL,NULL,01:45.0
6313,EZMIA,Zoologicheskago Muzeya Imperatorskoi Akademii Nauk,NULL,NULL,NULL,47:27.0
6315,IJRSB,International Journal of Research Studies in Biosciences,NULL,NULL,NULL,35:53.0
6318,ABTE,Acta Biologica Turcica,NULL,NULL,"Succeeded: Biologi, TÃ¼rk Biologi Dergisi, TÃ¼rk Biyoloji Dergisi, Acta Biologica; www.actabiologicaturcica.info. E-ISSN: 2458-7893",21:09.0
6319,RMACNZ,"Revista del Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia"", Ciencias ZoolÃ³gicas",NULL,NULL,NULL,53:14.0
6320,TPRSSA,Transactions and Proceedings of the Royal Society of South Australia,NULL,NULL,NULL,46:13.0
6321,BMNRJNS,"Boletim do Museu Nacional do Rio de Janeiro, Nova SÃ©rie",NULL,NULL,NULL,06:55.0
6322,NULL,Faune de Madagascar. X. Poissons des eaux douces.,NULL,NULL,NULL,52:57.0
6323,NULL,"Special Publication, Academy of Natural Sciences of Philadelphia",NULL,NULL,NULL,24:00.0
6324,BIOCYT,"BIOCYT BiologÃ­a, Ciencia y TecnologÃ­a",NULL,NULL,NULL,32:20.0
6325,PNASIB,"Proceedings of the National Academy of Sciences, India, Sect. B Biological Sciences",NULL,NULL,NULL,51:53.0
6326,LTV,La Terre et la Vie,NULL,NULL,NULL,39:14.0
6327,NULL,Dictionnaire des sciences Naturelles [SÃ©rie 1] v. 4,NULL,NULL,NULL,06:59.0
6328,NULL,Dictionnaire des sciences Naturelles [SÃ©rie 1] v. 3,NULL,NULL,NULL,10:59.0
6329,IJISABF,International Journal of Innovative Studies in Aquatic Biology and Fisheries,NULL,NULL,Academicians' Research Center; www.arcjournals.org,36:17.0
6330,LEIDSE,Leidse Geologische Mededelingen,NULL,NULL,"Leiden, in repository Naturalis.",33:28.0
6331,FISHES,Fishes,NULL,NULL,"ISSN 2410-3888, Open Access MDPI, Basel, Switzerland; www.mdpi.com/journal/fishes",02:25.0
6334,IRJES,International Research Journal of Environmental Sciences,NULL,NULL,NULL,48:37.0
6335,FAS,Fisheries and Aquatic Sciences,NULL,NULL,NULL,54:41.0
6336,NULL,The living marine resources of the Eastern Central Atlantic. v. 2,NULL,NULL,NULL,21:18.0
6337,NULL,The living marine resources of the Eastern Central Atlantic. v. 3,NULL,NULL,NULL,23:11.0
6338,NULL,"Marine biodiversity survey of St. Eustatius, Dutch Caribbean, 2015",NULL,NULL,NULL,46:22.0
6339,NULL,Colecciones ictiolÃ³gicas de LatinoamÃ©rica,NULL,NULL,NULL,47:15.0
6341,RFSA,Reviews in Fisheries Science & Aquaculture,NULL,NULL,NULL,51:06.0
6343,NIOA,"Note d""Ichthyologie ouest Africaine.",NULL,NULL,NULL,13:56.0
6344,NULL,"Note d""Ichthyologie ouest Africaine",NULL,NULL,NULL,14:24.0
6345,FR,Fauna Ryukyuana,NULL,NULL,NULL,28:02.0
6346,CICHLID,Cichlidae,NULL,NULL,"Nederlandse vereniging van cichliden liefhebbers, NVC. The Netherlands.",25:04.0
6348,BSBG,"Bulletin, SociÃ©tÃ© Bulgare de GÃ©ographie",NULL,NULL,NULL,42:00.0
6349,BIOR,bioRxiv,NULL,NULL,"The preprint server for biology.  A free online archive and distribution service for unpublished preprints in the life sciences.  Articles are not peer-reviewed, edited, or typeset before being posted online.",50:01.0
6350,BIBI,Biharean Biologist,NULL,NULL,NULL,22:46.0
6351,PEER,PeerJ,NULL,NULL,NULL,03:55.0
6352,JSH,"Journal of Science of HNUE, Natural Science",NULL,NULL,NULL,15:15.0
6353,MITO,Mitochondrial DNA Part A,NULL,NULL,NULL,24:31.0
6354,CIEMAR,Ciencias Marinas,NULL,NULL,NULL,14:22.0
6355,PHEL,"Phelsuma, MahÃ©",NULL,NULL,"Nature Protection Trust of Seychelles, MahÃ©, Seychelles",02:04.0
6356,BIOD,Biodiversitas,NULL,NULL,NULL,40:44.0
6358,DSR1,Deep-Sea Research I,NULL,NULL,NULL,38:24.0
6359,PROCB,Proceedings of the Royal Society B,NULL,NULL,NULL,14:38.0
6360,AAWWK,"Anzeiger der Kaiserlichen Akademie der Wissenschaften, Wien, Mathematisch-Naturwissenschaftliche Klasse",NULL,NULL,NULL,57:10.0
6361,DRE,"Daily Review, Edinburgh",NULL,NULL,NULL,10:57.0
6362,TSSMPE,Trudy Sovmestnoj Sovetsko-Mongolskoj PaleontologiÄeskoj Ekspeditsii,NULL,NULL,NULL,54:22.0
6363,SNS2,Science (Series 2),NULL,NULL,NULL,59:16.0
6364,RPB,Revista peruana de biologia,NULL,NULL,"Facultad de Ciencias BiolÃ³gicas, Universidad Nacional Mayor de San Marcos, Lima, Peru. UNMSM. Online ISSN: 1727-9933; Print ISSN: 1561-0837.",05:30.0
6365,GÃ©O,"GÃ©ominpal Belgica (dÃ©couvertes gÃ©ologiques, minÃ©ralogiques et palÃ©ontologiques en Belgique)",NULL,NULL,Jacques Herman (ed.); www.geominpal.be,53:16.0
6366,EJZR,European Journal of Zoological Research,NULL,NULL,http://www.scholarsresearchlibrary.com,59:08.0
6367,JGLR,Journal of Great Lakes Research,NULL,NULL,NULL,54:39.0
6368,TKUMK,"The Kagoshima University Museum, Kagoshima",NULL,NULL,NULL,41:06.0
