JourID,JOUR,JOUR_NAME,FULL_NAME,CALLNUMBER,REMARKS,TimeStamp
1728,SKBAWM,Sitzungsberichte der KÃ¶niglich Bayerischen Akademie der Wissenschaften zu MÃ¼nchen,"Sitzungsberichte der Koningl. Bayerischen Akademie der Wissenschaften, MÃ¼nchen",506 M921 BS,NULL,21:41.0
1731,ZERNOI,Zoologische Ergebnisse einer Reise in NiederlÃ¤ndisch Ost-Indien,NULL,NULL,NULL,24:48.0
1737,EVMO,Evolutionary Monographs,NULL,NULL,ISSN 0272-0809.,16:56.0
1738,IO,Isis (Oken),"Isis, oder EncyclopÃ¤dische Zeitung [von L. Oken].",NULL,Series ran from 1817-1847.,09:41.0
1739,ACTAA,Neues St-Petersburgisches Journal: vom Jahre... St. Petersburg (Schnoor) 1781-1786,NULL,NULL,NULL,24:57.0
1742,JLUNS,Journal of Lanzhou University Natural Science,NULL,NULL,NULL,24:59.0
1743,AMPR,"The Amerian medical and philosophical register of annals of medicine, natural history, agriculture, and the arts",NULL,NULL,"New York, N. Y. (van Winkle).  1.1810 - 4.1814 [?].",50:42.0
1745,RPP,"Rivista Periodica dei Lavori della I. R. Accademia di Scienze, Lettere ed Arti di Padova","Rivista Periodica dei Lavori della I. R. Accademia di Scienze, Lettere ed Arti di Padova",NULL,NULL,25:07.0
1746,MBSP,"Monographs, Bureau of Science of the Philippines",NULL,NULL,NULL,51:42.0
1747,HSVA,"Kongliga Vetenskaps-Academiens Handlingar, Stockholm",NULL,NULL,"v. 1-40 (1739-1779); [ser. 1a], Bd. 1-33 (1780-1812); [ser. 1b], Bd. 1-42 (1813-1854); ny fÃ¶ljd, [i.e. ser. 2], Bd. 1-63 (1855-1923); 3.ser., Bd. 1-25 (1924-1948); 4.ser. Bd. 1-14 (1951-1971).  Title varies slightly.",10:16.0
1748,ASIAHNL,"Annales de la SociÃ©tÃ© d'Agriculture, Histoire Naturelle et Arts Utiles de Lyon",NULL,NULL,"4.SÃ©r. 1.1868 (1869) - 10.1877 (1878); 5.SÃ©r. 1.1878 (1879) - 10.1887 (1888); 6.SÃ©r. 1.1888 (1889) - 5.1892 (1893).  Former title: Annales des sciences physiques et naturelles, d'agriculture et d'industrie (publiÃ©e par la SociÃ©tÃ© Royalle d'Agriculture, des Sciences et Industrie de Lyon.)",10:54.0
1749,MHUA,Memoirs of the Hyogo University of Agriculture,NULL,NULL,NULL,25:23.0
1750,BIU,Bulletin Indiana University,NULL,NULL,NULL,25:25.0
1751,CRSASR,"Comptes Rendus des SÃ©ances de l'Institut des Sciences de Roumanie, ancienne AcadÃ©mie des Sciences de Roumanie, Bucuresti.",NULL,NULL,NULL,25:27.0
1752,IAMNS,"Indian Annals and Magazine, Natural Science",NULL,NULL,NULL,25:29.0
1753,PTBSS,Palao Tropical Biological Station Studies,NULL,NULL,NULL,25:31.0
1757,MMV,Memoirs of the Museum of Victoria,NULL,Q93 .V73,Melbourne.  ISSN 0814-1827.  Originally as: Memoires of the National Museum of Victoria,04:12.0
1758,JANGFA,Journal of the Australia New Guinea Fishes Association,NULL,NULL,NULL,25:35.0
1764,SNR,Sudan Notes and Records.,NULL,NULL,Khartoum.  ISSN 0375-2984.  v. 1 (1918) - 62 (1981).,19:59.0
1767,MAM,"Memoirs of the Australian Museum, Sydney",NULL,QH1 .A97  V. 1-18,NULL,56:04.0
1769,BOOK,The marine fishes of Rennell Island.,NULL,NULL,NULL,29:03.0
1770,ORSTOM,"Office de la recherche scientifique et technique Outre-Mer, Paris",NULL,NULL,NULL,16:55.0
1771,NSS,Natuurwetenschappelijke Studiekring voor Surinam,NULL,NULL,Possibly + en de Nederlandse,13:34.0
1772,DKGJ,Deutsche Killifisch Gemeinschaft Journal,NULL,NULL,NULL,27:48.0
1773,SNSK,Skrivter af Naturhistorie-Selskabet KiÃ¸benhavn,NULL,NULL,Other titles: MÃ©moire de la SociÃ©tÃ© d'hist. naturelle de Copenhague. 1790-1810 (vols. 1-6),11:23.0
1774,BSPP6,Bulletin de la SociÃ©tÃ© philomathique de Paris (6th SÃ©rie),NULL,NULL,NULL,27:39.0
1775,REVSCI,"La Revue scientifique: revue hebdomadaire illustrÃ©e (Revue rose), Ã©d. par Jean Duhem.",NULL,NULL,Paris   3.SÃ©r. 8=34.1884/85 - 20=46.1890 = AnnÃ©e 21-27; AnnÃ©e 28.1891 - 30.1893 = T. 47-52; 4.SÃ©r. AnnÃ©e 31.1894 - 40.1903 = T. 1-20; 5.SÃ©r. AnnÃ©e 41.1904 - 46.1908 = T. 1-10; 5. SÃ©r. AnnÃ©e 47.1909 - 92.1954.  ISSN 0370-4556,32:11.0
1776,MMHNP,"MÃ©moires du MusÃ©um d'Histoire Naturelle, Paris",NULL,NULL,NULL,16:04.0
1777,NANMHNP,Nouvelles Annales du MusÃ©um d'Histoire Naturelle (Paris),NULL,NULL,NULL,27:34.0
1778,PAH,Polskie Archiwum Hydrobiologii  [Polish Archives of Hydrobiology.],Polskie Archiwum Hydrobiologii.  [Polish Archives of Hydrobiology],NULL,Formerly Archives f'Hydrobiologie et d'ichthyologie.,56:41.0
1779,PHRII,"Publications of the Hydrobiological Research Institute, Series B, Istanbul =Ä°stanbul Ãœniversitesi Fen FakÃ¼ltesi Hidrobiologi AraÅŸtÄ±rma EnstitÃ¼sÃ¼ YayÄ±nlarÄ±ndan  Seri B.",NULL,NULL,"v. 1-6, 1952-1970",11:28.0
1780,GN,The Glasgow Naturalist.,The Glosgow Naturalist.  The Journal of the Glasgow and Andersonian Natural History and Microscopical Society.,NULL,The Journal of the Glasgow and Andersonian Natural History and Microscopical Society [perhaps only on early volumes].,02:29.0
1781,PUISB,"Publications de l'UISB/ Union International des Sciences Biologiques, SÃ©r. B = Compte rendu des colloques, Paris (UISB)",NULL,NULL,1.1947,09:54.0
1783,ZZELL,Zeitschrift fÃ¼r Zellforschung,NULL,NULL,NULL,11:35.0
1784,RSEHLT,"Exploration Hydrobiologique du Lac Tanganika, 1946-1947: RÃ©sultats Scientifiques",NULL,NULL,"Fasc. 5A. Poissons non Cichlidae, par M. Poll. 1953.",31:35.0
1786,PIHUI,Publications Institute Hydrobiology University of Istanbul (SÃ©r. B),NULL,NULL,NULL,23:30.0
1787,FRP,"Fisheries Research Papers, Seattle",NULL,NULL,v. 1 in 1953.  ISSN 0083-744X.,26:45.0
1788,SCSARPR,"Studii ÅŸi CercetÄƒri ÅžtiinÅ£ifice, Academia Republicii Populare RomÄƒne",NULL,NULL,"Seria 2, Stiinte e biologice, agricole si medicale.",12:45.0
1789,OBECAAS,RÃ©sultats Scientifiques.  ExpÃ©dition OcÃ©anographique Belge dans les Eaux CÃ´tiÃ¨res Africaines de l'Atlantique Sud (1948-1949).  Bruxelles.,NULL,NULL,"Bruxelles (Institut royal des sciences naturelles de Belgique).  v. 4, fasc. 1 and 2.  Poissons ... par M. Poll, 1951 and 1953.",44:16.0
1790,RKUNSJ,"Research Reports of the KÃ´chi University, (Ser.) Natural Science.",NULL,NULL,Kochi (Kochi University) 1.1951.  ISSN 0389-0244.  = Kochi Daigaku Gakujutsu Kenkyu Hokoku Shizen Kagaku.,34:13.0
1791,PCH,Publikasjin / Kommandor Chr. Christensens Hvalfangstmuseum,NULL,NULL,NULL,38:48.0
1792,PAA,Praktika tes Akademias Athenon,NULL,NULL,ISSN 0369-8106,48:44.0
1793,OTME,OrszÃ¡gos TermÃ©szettudomÃ¡nyi MÃºzeum Ã‰vkonyve,NULL,NULL,Same as Hist. Nat. Mus. Natl. Hungarici,12:01.0
1794,AQUARP,"The Aquarium, Philadelphia","The Aquarium, Philadelphia",SF456 .A65,NULL,30:45.0
1796,GHPD,Glasnik Hrvatskoga Prirodoslovniga drustva (2B),NULL,NULL,NULL,41:45.0
1797,CNPMDP,"Primer Congresso Nacional de pesquerias maritimas e industrias derivados. Mar de Plata, 24-29 octubre 1949, 2 vols.",NULL,NULL,NULL,30:51.0
1799,MSLTR,"Missione di Studio al Lago Tana, Roma",NULL,NULL,"Reale Accademia d'Italia, Centro Studi per 'Africa Orientale Italiana",12:40.0
1800,RNSETC,Results of the Norwegian Scientific Expedition to Tristan da Cunha 1937-1938,NULL,NULL,NULL,42:56.0
1801,L'INST,L'Institut,NULL,NULL,NULL,NULL
1805,MASL,Memorias de agriculture: premiados pela Academia Real das Sciencias de Lisboa.,NULL,NULL,Lisboa: Acad.  1.1787/88 - 2.1790,23:40.0
1806,ASLSAAM,"Annales de la SociÃ©tÃ© des Lettres, Sciences et Arts des Alpes-Maritimes",NULL,NULL,Nice.  1.1865 - .  ISSN 1150-0387.,05:04.0
1807,ARSIF,"Atti della Riunione Scientifica, Firenze",NULL,NULL,NULL,57:32.0
1808,AMBB,The Amoy Marine Biological Bulletin,NULL,NULL,NULL,31:19.0
1811,MELBIO,MÃ©langes biologiques,NULL,NULL,Several title variations.,31:24.0
1813,RCFBC,Report of the Commissioner of Fisheries for British Columbia,NULL,NULL,NULL,33:05.0
1814,PSH,Physiographiska SÃ¤lskapets Handlingar,NULL,NULL,Stockholm. 1.1776 [1780].,30:44.0
1817,BSEI,Bulletin de la SociÃ©tÃ© des Ã‰tudes Indo-chinoises. Saigon.,NULL,NULL,Continues as: Bulletin du ComitÃ© agricole et industriel de la Cochinchine.,34:07.0
1818,MHC,Memoirs of Hourglass Cruises,NULL,NULL,NULL,31:39.0
1820,DUSENI,Dusenia,NULL,NULL,Curitiba.  ISSN 0418-1867.,28:50.0
1821,BT,"Biogeographica, Tokyo",NULL,NULL,NULL,31:43.0
1822,PACIFIC,The Pacific [newspaper],NULL,NULL,NULL,31:45.0
1823,DPTT,Daily Placer Times and Transcript [newspaper],NULL,NULL,NULL,31:48.0
1824,BNYSM,Bulletin of the New York State Museum,NULL,NULL,NULL,31:49.0
1826,MAACAV,Memorie dell' Accademia d' Agricoltura Commercio ed Arti di Verona,Memorie dell' Accademia d' Agricoltura Commercio ed Arti di Verona,NULL,v. 41 = 1862 (also says v. 1 of the 2nd series).,13:15.0
1827,RASIB,Rendiconto delle Sessioni dell'Accademia delle Scienze dell'Instituto dei Bologna,NULL,NULL,NULL,39:28.0
1828,VMSIE,Verhandlungen und Mittheilungen des SiebenbÃ¼rgischen Vereins fÃ¼r Naturwissenschaften zu Hermannstadt.,NULL,NULL,Hermannstadt.  v. 1 in 1849/1850.,00:48.0
1829,AMCSNG3,Annali del Museo Civico di Storia Naturale di Genova (Serie 3).,Annali del Museo Civico di Storia Naturale di Genova (Serie 3a).,NULL,"Previously AMCSNG2. Volumes continued as 41-50, but primarily as Ser. 3 vols. 1-10.  CAS lib. ""Giacomo Doria"" added to title at v. 47.",46:41.0
1830,MGLNNS,Bulletins Mensuels / SociÃ©tÃ© des naturalistes Luxembourgeois,NULL,NULL,= Monats-Berichte Gesellscraft Luxemburger Naturfreunde.  Luxembourg (SociÃ©tÃ© des Naturalistes Luxembourgeois)   N.S. 1=17.1907 - 42=53.1948.,05:42.0
1831,VPMGWNS,"Verhandlungen der Physikalisch-medizinischen Gesellschaft zu WÃ¼rzburg, N. S.",NULL,NULL,v. 16 on = n. ser.; 1.1850 - 10.1860; N.S. 1.1869 - 59.1934/35(1936).,21:00.0
1832,AOLR,Archivio di oceanografia e limnologia.  Roma,NULL,NULL,v. 1.1941 - .  ISSN 0066-667X.,58:11.0
1833,WAFB,Western Australian Fisheries Bulletin,NULL,NULL,NULL,32:10.0
1834,JPASB,Journal & Proceedings of the Asiatic Society of Bengal,NULL,060 As42 BJ,NULL,32:12.0
1835,TSBSNB,Trudove na Bulgarskogo Prirodoizpitatelno Druzhestvo = Travaux de la SociÃ©tÃ© Bulgare des Sciences Naturelles,NULL,NULL,v. 12 in 1926.,35:48.0
1836,BSBGEO,Bulletin / SociÃ©tÃ© belge de gÃ©ographie,NULL,NULL,v. 1 (1877).  Continued by Bulletin (SociÃ©tÃ© royale belge de gÃ©ographie).,28:40.0
1837,TCJ,The China Journal,NULL,050 C441  (to 1932 only).,NULL,32:17.0
1838,NIBMR,Note dell'Istituto italo-germanico di biologia marina di Rovigno d'Istria = Notizen des Deutsch-Italienischen Institutes fÃ¼r Meeresbiologie in Rovigno d'Istria,NULL,NULL,"Venezia.  v. 1 (no. 1) in 1932.  Numbers in 2 volumes, v. 1 (Nos. 1-25), v. 2 (nos. 1 - ).",06:08.0
1839,AAGC,Atti della Accademia Gioenia di Scienze Naturali in Catania,NULL,NULL,NULL,32:21.0
1840,IGALBA,"L' Innominato, Giornale di Amena Letteratura e Belle Arti","L' Innominato, Giornale di Amena Letteratura e Belle Arti, Messina",NULL,NULL,32:23.0
1841,GSLAS,Giornale di Scienze Lettere e Arti per La Sicilia,NULL,NULL,NULL,32:24.0
1842,NGLSP,"Nuovo Giornale de' Letterati (Scienze), Pisa",NULL,NULL,NULL,32:25.0
1844,AMZN,Annuario dell'Museo Zoologico della R. UniversitÃ  di Napoli,NULL,NULL,"Anno 1 (1862) - 6 (1877); nova ser., v. 1 (1901-1905) - v. 8 (no. 2) (1948).  Continued by: Annuario dell'Instituto e Museo di Zoologia dell'UniversitÃ  di Napoli.",59:27.0
1845,BPPIRNS,"Bollettino di Pesca, Piscicoltura e Idrobiologia, Roma (n. s.)",NULL,NULL,"Nuevo ser., v. 1, fasc. 1 in 1946.  ISSN 0006-6575.",52:33.0
1846,NKGWG,Nachrichten von der KÃ¶nigl. Gesellschaft der Wissenschaften zu GÃ¶ttingen,NULL,NULL,No. 1 in 1864.  Ceased in 1893.,14:24.0
1847,BBWH,Biological Bulletin Woods Hole,NULL,NULL,NULL,32:37.0
1848,TNK,"Tidsskrift for naturvidenskaberne, KjÃ¶benhavn",NULL,NULL,"Bd. 1-5, 1822-1828.",07:20.0
1849,ASPNG3,"Archives des Sciences Physiques et Naturelles, GenÃ¨ve","Archives des Sciences Physiques et Naturelles (TroisiÃ¨me PÃ©riode), GenÃ¨ve",NULL,NULL,05:06.0
1850,NBSPP,"Nouveau Bulletin des Sciences, par la SociÃ©tÃ© Philomathique, Paris.",NULL,NULL,NULL,44:24.0
1851,MZG2,"Magasin de Zoologie, d'Anatomie ComparÃ©e et de PalÃ¦ontologie (SÃ©r. 2).",NULL,NULL,"2e sÃ©r., 2e annÃ©e (annÃ©e 1840) - 7e (annÃ©e 1845).  Continues: Magazin de zoologie.",10:40.0
1852,BHMK,"Bulletin of Honan Museum (Natural History), Kaifeng",NULL,NULL,NULL,53:59.0
1853,INDBIO,India Biologist,NULL,NULL,NULL,42:40.0
1854,BZNAP,Bollettino di zoologia,Bollettino Zool.,590.6 B.637,"Napoli [etc.].  v. 1-62, 1930-1995.  Continued as: Italian journal of zoology.",00:48.0
1855,JANSPNS,Journal  of the Academy of Sciences of Philadelphia (new series).,Journal  of the Academy of Sciences of Philadelphia (new series).,NULL,NULL,58:24.0
1856,MSI,Memorie di matematica e di scienze fisiche e naturali della SocietÃ  Italiana delle Scienze.,NULL,NULL,Napoli [etc.].   1.1782 - 25.1855; 2.Ser. 1.1862 - 2.1866; 3.Ser. 1.1867 - 26.1947[?].,23:39.0
1857,F&SRG,"Forest and Stream & Rod and Gun, The American Sportman's Journal",NULL,NULL,NULL,38:40.0
1859,ZOOLMIS,Zoological Miscellany,NULL,NULL,NULL,32:56.0
1860,QJSLAL,"Quarterly Journal of Science, Literature and the Arts, Lond.",NULL,NULL,NULL,32:58.0
1861,JZN,Jenaische Zeitschrift fÃ¼r Naturwissenschaft,NULL,NULL,NULL,06:59.0
1862,AWM,Annalen des Wierner Museums,NULL,NULL,v. 1 is 1836,15:02.0
1863,NCGESR,"North Carolina Geological and Economical Survey, Raleigh",NULL,NULL,NULL,33:01.0
1864,BMFNH,Berichte Ã¼ber die Mittheilungen von Freunden der Naturwissenschaften in Wien,NULL,NULL,"1847 = v. 1, 1848 = v. 2",15:20.0
1865,TWFISP,Transactions of the Wagner Free Institute of Science of Philadelphia,Transactions of the Wagner Free Institute of Science of Philadelphia,NULL,v. 1 in 1887,15:37.0
1866,JCSNH,Journal of the Cincinnati Society of Natural History,NULL,NULL,NULL,22:26.0
1868,MBBAISS,"MÃ©langes Biologiques, tirÃ©s du Bulletin physico-mathÃ©matique de l'AcadÃ©mie ImpÃ©riale des Sciences de St. PÃ©tersbourg","MÃ©langes Biologiques, tirÃ©s du Bulletin physico-mathÃ©matique de l'AcadÃ©mie ImpÃ©riale des Sciences de St. PÃ©tersbourg",NULL,NULL,33:05.0
1869,MDGNVO,Mitteilungen der Deutschen Gesellschaft fÃ¼r Natur- und VÃ¶lkerkunde Ostasiens.,NULL,NULL,Tokyo; Berlin.   1.1873/76 - 6.1893/98 = H. 1-60; 7.1898/99 - 34.1953/55; 36.1943/45.,20:46.0
1870,TNGP,Tijdschrift voor Natuurlijke Geschiedenis en Physiologie.,NULL,NULL,Amsterdam [etc.].  1.1834 - 12.1845.,33:05.0
1871,NHVWSG,Goetheborgs Kongliga Wettenskaps- och Witterhets-Samhaellets nya handlingar.,NULL,NULL,"Goetheborg/GÃ¶teborg (Wettengren & Kerber)   3.1819 - 5.1822.  Former title: GÃ¶teborgs Kungliga Vetenskaps- och Vitterhets-SamhÃ¤lle: Nya handlingar of Kongl[iga] Wettenskaps- och Witterhets-Samhaellet i Goetheborg   1.1808 - 2.1817.  Later titles: GÃ¶teborgs Kungliga Vetenskaps- och Vitterhets-SamhÃ¤lles handlingar   N.F. 1.1850 - 32.1897; 4.F. 1.1898 - 33.1926/28(1928); GÃ¶teborgs Kungliga Vetenskaps- och Vitterhets-SamhÃ¤lle: [GÃ¶teborgs Kungliga Vetenskaps- och Vitterhets-SamhÃ¤lles handlingar / B , Matematiska och naturvetenskapliga skrifter]  5.F. 1.1928/30 - 6.1938/40; 6.F. 1.1941/42 - 9.1962/64.",37:57.0
1872,TNDV,Tijdschrift der Nederlandsche Dierkundige Vereeniging,NULL,NULL,NULL,29:23.0
1873,JZSNDV,"Jaarverslag omtrent het ZoÃ¶logisch Station der Nederlandsche Dierkundige Vereeniging, uitg. door de Commissie voor het ZoÃ¶logisch Station.",NULL,NULL,'s Gravenhage [etc.] (Nijhoff).  1.1876 - 2.1877(1878)[?].,13:35.0
1874,AIBSP,"Archivos do Instituto BiolÃ³gico, SÃ£o Paulo",NULL,S542 B6 A73,NULL,12:28.0
1875,STO,Studies in Tropical Oceanography (Miami),NULL,NULL,NULL,33:17.0
1876,BMA,Bergens Museums Aarbok,NULL,NULL,NULL,33:18.0
1877,MSISNC,MÃ©moires de la SociÃ©tÃ© ImpÃ©riale des Sciences Naturelles de Cherbourg,Memoires de la SociÃ©tÃ© Imperial des Sciences Naturelles Cherbourg.,CAS 506 c422NM,Changes to MÃ©m. Soc. Sci. Nat. in vol. 15 in 1870. Then to MÃ©m. Soc. Natl. Sci. Math. Cherbourg.,50:05.0
1878,MSNSNMC,MÃ©moires de la SociÃ©tÃ© nationale des Sciences naturelles et mathÃ©matiques de Cherbourg,NULL,"506 c422 NM  Ser. 3, vol. 1 = vol 21 of MSSNC",ISSN 0373-4781.  Continues: Memoires de la SociÃ©tÃ© nationale des Sciences naturelles de Cherbourg.,28:13.0
1879,TOKU,"Trudy Obshchestva estestvoispitatelei pri Imperatorskom, Kharkov Universitet",[Travaux Soc. Nat. Univ. Imp. Kharkow],NULL,NULL,32:24.0
1880,TFB,"TermÃ©szetrajzi FÃ¼zetek, Budapest",NULL,NULL,NULL,47:14.0
1882,PSR,The Popular science review: a quarterly miscellany of entertaining and instructive articles on scientific subjects,NULL,NULL,London. v. 1 (1862) - 20 (1881).  Vols. 15-19 also called New ser. vol. 1-5.,55:12.0
1883,BSNM,Bulletin of Moscow Society of Naturalists.,NULL,NULL,= Bjulleten' Moskovskogo Obscestva Ispytatelej Prirody.  = Bulletin de la SociÃ©tÃ© ImpÃ©riale des Naturalistes de Moscou.  Moskva.  1.1829 - 62.1866[?]; N. S. 1.1887 - 30.1916.,57:19.0
1884,TSPOE,Trudy St.-Peterburgskogo Obscestva Estestvoispytatelej = Travaux de la SociÃ©tÃ© des Naturalistes de St. PÃ©tersbourg.,NULL,NULL,St.-Peterburg.  1.1870 - 44.1913.,12:20.0
1885,ANNSCI,"Annals of Science (Cleveland, Ohio)",NULL,NULL,NULL,33:53.0
1886,PHJSD,"The Philippine Journal of Science, Section D",NULL,Q75.P51,NULL,17:01.0
1887,PTLCI,"Papers Tortugas Laboratory, Carnegie Institution of Washington",NULL,NULL,NULL,33:56.0
1888,ASSNP,Atti della SocietÃ  Veneto-Trentina di Scienze Naturali.,NULL,NULL,Padova.  1.1872 - 12.1890/91 (1890/92); 2.Ser. 1.1882/94 - 4.1899/1902 (1900/02).,43:57.0
1889,NAASIP,Nova Acta Academiae Scientiarum Imperialis Petropolitanae,NULL,NULL,v. 1 is 1787.,17:16.0
1890,MZBJ,Magazine of Zoology and Botany,NULL,NULL,"Jardine, Edinburgh.  1-2, ceased with v. 2 in 1838.",36:48.0
1892,JNVNW,JahrbÃ¼cher des Nassauischen Vereins fÃ¼r Naturkunde. Wiesbaden,NULL,NULL,Continues as: JahrbÃ¼cher des Vereins fÃ¼ Naturkunde im Herzogthum.  ISSN 0368-1254.,17:08.0
1893,FGMLA,The Fauna and Geography of the Maldive and Laccadive Archipelagoes.  Being the Account of the Work Carried on and of the Collections Made by an Expedition During the Years 1899 and 1900,The Fauna and Geography of the Maldive and Laccadive Archipelagoes.  Being the Account of the Work Carried on and of the Collections Made by an Expedition During the Years 1899 and 1900,NULL,NULL,20:57.0
1894,RCOE,"The Carlsberg Foundation's Oceanographical Expedition Round the World 1928-30 and Previous ""Dana"" Expeditions Under the Leadership of the Late Professor Johannes Schmidt","The Carlsberg Foundation's Oceanographical Expedition Round the World 1928-30 and Previous ""Dana"" Expeditions Under the Leadership of the Late Professor Johannes Schmidt",NULL,NULL,34:16.0
1895,AJS2,American Journal of Science (Series 2),NULL,NULL,NULL,34:18.0
1896,PEI,Proceedings of the Essex Institute,NULL,NULL,Later as Bulletin of the Essex Institute.,17:50.0
1897,COMMC,CommunicaÃ§Ãµes do Museu de CiÃªcias da PUCRS,NULL,NULL,"?ADD SÃ©rie Zoologia, Porto Alegre",34:38.0
1898,MNC,Magazin for Naturvidenskaberne,NULL,NULL,Christiania.  1.1823 - 12.1836.  Later titles: Nyt magazin for naturvidenskaberne   1.1838 - 74.1935 ;  Nytt magasin for naturvidenskapene   75.1936-88.1951; Nytt magasin for zoologi   1.1953 - 18.1970.  Christiania (Oslo after 1925).  ISSN 0803-5911.,46:24.0
1899,MASSESP,MÃ©moires prÃ©sentÃ©s Ã  l'AcadÃ©mie impÃ©riale des sciences de St.-PÃ©tersbourg par divers savaus et lus dans ses assemblÃ©es. MÃ©moires des savaus Ã©trangers,MÃ©moires prÃ©sentÃ©s Ã  l'AcadÃ©mie impÃ©riale des sciences de St.-PÃ©tersbourg par divers savants et lus dans ses assemblÃ©es. MÃ©moires des savants Ã©trangers,NULL,Title varis:  MÃ©moires de l'AcadÃ©mie impÃ©riale des sciences de Saint-PÃ©tersbourg par divers savans et lus dans ses assemblÃ©es,44:50.0
1900,PVSTSN,Atti della SocietÃ  Toscana di Scienze Naturali. Processi Verbali.,NULL,NULL,Pisa. 1.1878/79 - 55.1948.,36:13.0
1901,VNGL,Verhandelingen over de natuurlijke geschiedenis der Nederlandsche overzeesche bezittingen / door de Leden der Natuurkundige Commissie in IndiÃ« en andere schrijvers; uitgegeven ... door C. J. Temminck,NULL,NULL,NULL,33:12.0
1902,LMN,Leipziger Magazin zur Naturkunde und Oekonomie / herausgegeben von einer Gesellschaft von Gelehrten,NULL,NULL,"Leipzig , Dessau (MÃ¼ller). 1786 - 1788,2[? 1789].",15:13.0
1903,ASUJ,Annales scientifiques de l'UniversitÃ© de Jassy,NULL,NULL,NULL,35:24.0
1904,KJNS,Kasetsart Journal (Natural Science),NULL,NULL,NULL,35:26.0
1905,RSRVC,Report on the Scientific Results of the Voyage of  H. M. S. Challenger,"Report on the Scientific Results of the Voyage of H. M. S. Challenger during the Years 1873-76 under the Command of Captain George S. Nares, R.N., F.R.S. and the Late Captain Frank Tourle Thomson, R.N.",NULL,NULL,35:27.0
1906,MAAASNS,Memoirs of the American Academy of Arts and Sciences (new series),Memoirs of the American Academy of Arts and Sciences (new series),Q11.A52 M35,NULL,35:29.0
1907,NMN,"Nyt Magazin for Naturvidenskaberne, Kristiania",NULL,NULL,v. 1 is 1838.,18:23.0
1908,WAS,West American Scientist,NULL,NULL,NULL,35:32.0
1909,IVNIORK,Izvestiya Vsesoyuznogo Nauchno-Issledovatel'skogo Instituta Ozernogo i Rechnogo Rybnogo Khozyaistva,Izvestiya Vsesoyuznogo Nauchno-Issledovatel'skogo Instituta Ozernogo i Rechnogo Rybnogo Khozyaistva,NULL,NULL,35:34.0
